Date,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
24/05/2023,BED AND BREAKFAST,KIRKLEES COUNCIL,10,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,103491,BED AND BREAKFAST
24/05/2023,THE GLASS BOX (FRIENDLY STREET),WWW.SCREWFIX.COM,6.98,1.4,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,102108,BATLEY BUSINESS PARK
24/05/2023,LAC 0-18 TEAM,KIRKLEES COUNCIL,550,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100069,LEAVING CARE 18-21 (
24/05/2023,TOWN HALL BARS HQ,SAINSBURYS S/MKTS,10.92,2.18,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,103351,TOWN HALL BARS HQ
24/05/2023,PSYCHOLOGY,PAYPAL BOOKMARK,1483.47,0,5942,BOOK STORES,PAYPAL BOOKMARK,100260,PSYCHOLOGY
24/05/2023,LAC 0-18 TEAM,ASDA STORES,11.85,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA STORES,100068,LAC 0-18 TEAM
24/05/2023,PSYCHOLOGY,HOGREFE LIMITED,282,56.4,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,HOGREFE LIMITED,100260,PSYCHOLOGY
24/05/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,146.94,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
24/05/2023,YOUTH JUSTICE SERVICE,CITIZENCARD,15,0,8699,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",CITIZENCARD,107167,YOUTH JUSTICE SERVICE
24/05/2023,LAC 0-18 TEAM,BKG HOTEL AT BOOKING.C,75,0,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,100068,LAC 0-18 TEAM
24/05/2023,ST MICHAEL'S CE,WM MORRISONS STORE,14.59,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,107433,ST MICHAELS
24/05/2023,LEAVING CARE 18-21 (25) TEAM,WWW.PASSNGO.NET,450,90,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,WWW.PASSNGO.NET,100069,LEAVING CARE 18-21 (
24/05/2023,MOORLANDS GRANGE,WM MORRISONS STORE,21.33,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,104080,MOORLANDS GRANGE
24/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),WWW.TPEXPRESS.CO.UK,21.2,0,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,100040,ASSESSMENT & INT NTH
24/05/2023,COMMUNITIES TEAM-DEWSBURY&MIRFIELD,WM MORRISONS STORE,4.5,0.9,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,106237,COMTEAM-DEW&MIRFIELD
24/05/2023,MOORLANDS GRANGE,EBAY O 15-10092-44482,7,0,5311,DEPARTMENT STORES,EBAY O 15-10092-44482,104080,MOORLANDS GRANGE
24/05/2023,MOORLANDS GRANGE,WILKO.COM,29.95,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO.COM,104080,MOORLANDS GRANGE
24/05/2023,CENTRAL STORES RINGWAYS,AMZNBUSINESS YM4WN9NT5,4.99,1,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS YM4WN9NT5,107575,FLINT ST CORPORATE STORES
24/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),HM PASSPORT OFFICE,53.5,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100040,ASSESSMENT & INT NTH
24/05/2023,CLEANSING MANAGEMENT,WWW.SCREWFIX.COM,12.33,2.46,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,103553,CLEANSING MANAGEMNT
24/05/2023,LAC 0-18 TEAM,TRAINLINE,288.07,57.62,4112,PASSENGER RAILWAYS,TRAINLINE,100057,FOSTERING TEAM
24/05/2023,LEAVING CARE 18-21 (25) TEAM,WWW.ARGOS.CO.UK,34.9,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
24/05/2023,MOORLANDS GRANGE,CO-OPGROUP 108494,1.4,0,5411,"GROCERY STORES, SUPERMARKETS",CO-OPGROUP 108494,104080,MOORLANDS GRANGE
24/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),WWW.ARGOS.CO.UK,57.46,11.49,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100040,ASSESSMENT & INT NTH
24/05/2023,SYRIAN REFUGEE RESETTLEMENT COHORT 2,SAFE AND TOGETHER INST,2031.03,128.97,7392,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",SAFE AND TOGETHER INST,104128,DOMESTIC ABUSE
24/05/2023,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,551.75,0,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
24/05/2023,PROFESSIONAL HUMAN RESOURCES,LNER WEB SALES,136.5,27.3,4112,PASSENGER RAILWAYS,LNER WEB SALES,101235,PROF HUMAN RESOURCES
24/05/2023,LAC 0-18 TEAM,WWW.ADRENALINE-INTERNA,44,0,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),WWW.ADRENALINE-INTERNA,100068,LAC 0-18 TEAM
24/05/2023,LIBRARY & INFORMATION CENTRES,SAINSBURYS S/MKTS,12.08,2.42,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,104936,CENTRAL EVENTS
24/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,18.36,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,101213,STRATEGIC COMMUNICAT
24/05/2023,IT PEOPLE,AMZNMKTPLACE,64.9,12.96,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
24/05/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,19.99,4,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103758,LIBRARY & INFO CTRS
24/05/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,16.06,3.21,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103758,LIBRARY & INFO CTRS
24/05/2023,IT PEOPLE,AMZNMKTPLACE,135.2,27.04,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,107578,ARTS COUNCIL NPO
25/05/2023,WOODLANDS,TVLICENSING.CO.UK,159,0,7392,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",TVLICENSING.CO.UK,100058,FAMILY PLACEMENT UNI
25/05/2023,OD,AMZNBUSINESS D36OY07I5,17.68,3.54,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS D36OY07I5,107033,OD
25/05/2023,OD,AMZNBUSINESS EY6HZ4YX5,25.42,3.84,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS EY6HZ4YX5,107086,MANAGEMENT SUPPORT
25/05/2023,OD,AMZNBUSINESS M682W5VY5,16.33,3.26,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS M682W5VY5,107086,MANAGEMENT SUPPORT
25/05/2023,OD,AMZNBUSINESS QK11J1XO5,12.75,2.55,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS QK11J1XO5,107033,OD
25/05/2023,OD,AMZNBUSINESS UE4T51D55,25.7,5.15,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS UE4T51D55,107029,BUSINESS ASSURANCE
25/05/2023,OD,AMZNBUSINESS X52CR1D45,28.55,5.71,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS X52CR1D45,107033,OD
25/05/2023,NK DOMICILIARY SUPPORT (THE MEWS),AMZNBUSINESS JF4PS7FV5,8.5,1.7,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS JF4PS7FV5,104084,NK DOMIC SUPP (MEWS)
25/05/2023,LAC 0-18 TEAM,PREMIER INN,71.24,14.25,3811,PREMIER INN,PREMIER INN,100068,LAC 0-18 TEAM
25/05/2023,OAKWELL HALL,AMZNMKTPLACE AMAZON.CO,11.87,2.37,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,107176,OAKWELL HALL
25/05/2023,IT PEOPLE,AMZNBUSINESS 0B9OZ9FL5,29.73,5.96,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 0B9OZ9FL5,103423,MONITORING STREETWKS
25/05/2023,EARLY SUPPORT SERVICE WIDE,ASDA GROCERIES ONLINE,-1.4,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,107428,CONNECTED PERSON TEAM
25/05/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,591.2,29.56,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102141,DEWSBURY MRKT HALL
25/05/2023,RELIEF STAFF,AMZNMKTPLACE,23.66,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103155,BUDGET COST CENTRE
25/05/2023,STRATEGIC LEADERSHIP AND INTERVENTION,AMZNMKTPLACE AMAZON.CO,36.65,7.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100275,GRADU TEACHER PROG 2
25/05/2023,COPTHORNE (PROPOSED 4 BED UNIT),AMAZON MUSIC TR0KG1BU5,9.16,1.83,5735,RECORD SHOPS,AMAZON MUSIC TR0KG1BU5,100079,COPTHORNE (PROPOSED
25/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),GEN REGISTER OFFICE,33,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GEN REGISTER OFFICE,100037,ASSESSMENT & INT STH
25/05/2023,EARLY SUPPORT SERVICE WIDE,ASDA GROCERIES ONLINE,20.73,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,107428,CONNECTED PERSON TEAM
25/05/2023,ELM GROVE,TESCO STORES 2187,-2.03,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
25/05/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,370.1,18.5,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102141,DEWSBURY MRKT HALL
25/05/2023,IT PEOPLE,AMZNMKTPLACE,108.17,21.6,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
25/05/2023,OAKWELL HALL,ASDA SUPERSTORE,16.45,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA SUPERSTORE,103145,SPEN VALLEY HIGH SCHOOL
25/05/2023,YPAT,MULLACO SUPERMARKET,7.37,1.48,5411,"GROCERY STORES, SUPERMARKETS",MULLACO SUPERMARKET,100096,YPAT
25/05/2023,YPAT,MULLACO SUPERMARKET,12.76,0,5411,"GROCERY STORES, SUPERMARKETS",MULLACO SUPERMARKET,100096,YPAT
25/05/2023,HEAD OF WELFARE & EXCHEQUER,AMZNBUSINESS S16HV8L65,14.16,2.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS S16HV8L65,101257,HD ONE
25/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMZNMKTPLACE,21.66,4.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100037,ASSESSMENT & INT STH
25/05/2023,LEGAL,CALDERDALE MBC,11,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,103939,LEGAL
25/05/2023,THE GLASS BOX (FRIENDLY STREET),WWW.SCREWFIX.COM,33.37,6.67,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,107055,THE GLASS BOX
25/05/2023,CLIFFE HOUSE - OPERATIONAL,AMZNMKTPLACE AMAZON.CO,8.49,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100318,CLIFFE HOUSE - OPERA
25/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),REPLACEMENT KEYS LTD,85.75,17.15,5399,MISCELLANEOUS GENERAL MERCHANDISE,REPLACEMENT KEYS LTD,100037,ASSESSMENT & INT STH
25/05/2023,INCOME MANAGEMENT,POSSESSIONCLAIM.GO,130,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,POSSESSIONCLAIM.GO,107007,INCOME MANAGEMENT
25/05/2023,HEADQUARTERS,GAS SAFETY SHOP,199.8,39.96,5399,MISCELLANEOUS GENERAL MERCHANDISE,GAS SAFETY SHOP,106993,HEADQUARTERS
25/05/2023,LEAVING CARE 18-21 (25) TEAM,MCDONALDS,4.18,0,5814,FAST FOOD RESTAURANTS,MCDONALDS,100069,LEAVING CARE 18-21 (
25/05/2023,ELM GROVE,PAYPAL EBAY UK,8.26,0,5331,VARIETY STORES,PAYPAL EBAY UK,100094,ELM GROVE
25/05/2023,ELM GROVE,PAYPAL EBAY UK,5.52,0,5331,VARIETY STORES,PAYPAL EBAY UK,100094,ELM GROVE
25/05/2023,MILL DALE,LIDL GB HECKMONDWIKE,6.21,0,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB HECKMONDWIKE,104081,MILL DALE
25/05/2023,YOUTH JUSTICE SERVICE,SAINSBURY'S S/MKT,33.33,6.67,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURY'S S/MKT,107167,YOUTH JUSTICE SERVICE
25/05/2023,ELM GROVE,PAYPAL EBAY UK,7.69,0,5331,VARIETY STORES,PAYPAL EBAY UK,100094,ELM GROVE
25/05/2023,ELM GROVE,TESCO STORES 2187,183.75,4.21,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
25/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,17.26,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
25/05/2023,IT PEOPLE,DELL PRODUCTS,40.31,8.06,5045,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",DELL PRODUCTS,103553,CLEANSING MANAGEMNT
25/05/2023,WORKSHOPS,BRADFORD MET COUNCIL,69,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,BRADFORD MET COUNCIL,103367,POOL CARS
25/05/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,363.9,18.2,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102141,DEWSBURY MRKT HALL
25/05/2023,IT PEOPLE,AMZNBUSINESS ZP1U99TQ5,320.75,64.2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS ZP1U99TQ5,103858,IT SERVICES
25/05/2023,ELM GROVE,,7.38,0,,,,100094,ELM GROVE
25/05/2023,COPTHORNE (PROPOSED 4 BED UNIT),,7.38,0,,,,100079,COPTHORNE (PROPOSED
25/05/2023,YOUNG PEOPLES ENGAGEMENT TEAM,,7.08,0,,,,100133,DUKE OF EDIN AWARDS
25/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMAZON.CO.UK GQ1B76R45,94.3,18.86,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK GQ1B76R45,100037,ASSESSMENT & INT STH
25/05/2023,GROWTH & REGEN BUSINESS SUPPORT,,10.33,0,,,,103492,HRA PROPERTIES
25/05/2023,WOODLANDS,,7.38,0,,,,100058,FAMILY PLACEMENT UNI
26/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),WAKEFIELD MDC MOTO,1.7,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WAKEFIELD MDC MOTO,100040,ASSESSMENT & INT NTH
26/05/2023,CASTLE GRANGE,AMZNMKTPLACE AMAZON.CO,8.67,1.74,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104079,CASTLE GRANGE
26/05/2023,SUPPORT SERVICES,EBAY O 27-10093-99705,61.57,12.31,5311,DEPARTMENT STORES,EBAY O 27-10093-99705,103467,SPEED CAMERA MAINTCE
26/05/2023,COUNCILLOR SUPPORT & LIAISON,PREMIER INN,191,0,3811,PREMIER INN,PREMIER INN,103930,COUNCILLOR'S ALLOWAN
26/05/2023,EMPLOYMENT & SKILLS,ECCTIS LTD,64.2,0,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,ECCTIS LTD,107254,E&S BARRIER BREAKER
26/05/2023,EMPLOYMENT & SKILLS,MATALAN ECOM,38.32,7.67,5651,FAMILY CLOTHING STORES,MATALAN ECOM,107254,E&S BARRIER BREAKER
26/05/2023,GROWTH & REGEN BUSINESS SUPPORT,IKEA LTD SHOP ONLINE,395,79,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IKEA LTD SHOP ONLINE,103492,HRA PROPERTIES
26/05/2023,GROWTH & REGEN BUSINESS SUPPORT,IKEA LTD SHOP ONLINE,387.5,77.5,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IKEA LTD SHOP ONLINE,103492,HRA PROPERTIES
26/05/2023,LIBRARY & INFORMATION CENTRES,THE WORKS,11.25,2.25,5310,DISCOUNT STORES,THE WORKS,103758,LIBRARY & INFO CTRS
26/05/2023,CASTLE GRANGE,WWW.SCREWFIX.COM,57.1,2.86,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,104079,CASTLE GRANGE
26/05/2023,LEAVING CARE 18-21 (25) TEAM,BRITISH GAS ONLINE,168.86,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",BRITISH GAS ONLINE,100069,LEAVING CARE 18-21 (
26/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.TPEXPRESS.CO.UK,3.25,0.65,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,100037,ASSESSMENT & INT STH
26/05/2023,ELM GROVE,WWW.ARGOS.CO.UK,240,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100094,ELM GROVE
26/05/2023,LEAVING CARE 18-21 (25) TEAM,KIRKLEES COUNCIL,41.67,8.33,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100069,LEAVING CARE 18-21 (
26/05/2023,THE GLASS BOX (FRIENDLY STREET),WWW.SCREWFIX.COM,34.07,6.81,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,102111,"BRETTON ST, BUS CTR"
26/05/2023,KIRKLEES DIRECT,SECURITY INDUSTRY AUTH,184,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,SECURITY INDUSTRY AUTH,103742,KD 24HRS SERVICE
26/05/2023,CHILDREN & ADULTS LEARNING TEAM,SHELTER TRADING LTD,174,0,5947,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",SHELTER TRADING LTD,104172,SC&WBA TRAINING
26/05/2023,COPTHORNE (PROPOSED 4 BED UNIT),BUMPY LIMITED,40,0,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,BUMPY LIMITED,100079,COPTHORNE (PROPOSED
26/05/2023,COMMUNITIES PLUS-CENTRAL,EMPIRE HOUSE GROUP LTD,150,30,8699,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",EMPIRE HOUSE GROUP LTD,105388,COMMUNITIES PLUS-CEN
26/05/2023,LAC 0-18 TEAM,AMZNMKTPLACE,46.04,9.2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100068,LAC 0-18 TEAM
26/05/2023,LAC 0-18 TEAM,KIRKLEES COUNCIL,35,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100068,LAC 0-18 TEAM
26/05/2023,LAC 0-18 TEAM,HMCTS BRADFORD135P,20,0,9222,FINES,HMCTS BRADFORD135P,100069,LEAVING CARE 18-21 (
26/05/2023,TOWN HALL BARS HQ,TESCO STORES 2187,8.1,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,107334,ONE VENUE DEWS TH
26/05/2023,LAC 0-18 TEAM,TRAINLINE,30.35,6.07,4112,PASSENGER RAILWAYS,TRAINLINE,100069,LEAVING CARE 18-21 (
26/05/2023,LAC 0-18 TEAM,TRAINLINE.COM,24.45,4.89,4112,PASSENGER RAILWAYS,TRAINLINE.COM,100069,LEAVING CARE 18-21 (
26/05/2023,LAC 0-18 TEAM,KIRKLEESACTIVELEISURE.,16.67,3.33,7997,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF",KIRKLEESACTIVELEISURE.,100068,LAC 0-18 TEAM
26/05/2023,LAC 0-18 TEAM,KIRKLEES COUNCIL,33.9,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100069,LEAVING CARE 18-21 (
26/05/2023,ORCHARD VIEW,AMZNBUSINESS 158OH1HY4,15.98,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 158OH1HY4,100095,ORCHARD VIEW
26/05/2023,ORCHARD VIEW,EB THE AUTISM SHOW MA,55.6,0,7399,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,EB THE AUTISM SHOW MA,100095,ORCHARD VIEW
26/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),HM PASSPORT OFFICE,82.5,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100037,ASSESSMENT & INT STH
26/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),LBRUT INTERNET,35.9,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,LBRUT INTERNET,100037,ASSESSMENT & INT STH
26/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,17.31,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,101213,STRATEGIC COMMUNICAT
26/05/2023,WOODLANDS,GO APE,116.85,0,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GO APE,100077,HEALDS ROAD
26/05/2023,WOODLANDS,BLACKPOOL PLEASURE,120,0,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),BLACKPOOL PLEASURE,100077,HEALDS ROAD
26/05/2023,MILL DALE,WM MORRISONS STORE PIC,108.3,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,104081,MILL DALE
26/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CALDERDALE MBC,24,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,100037,ASSESSMENT & INT STH
26/05/2023,CASTLE GRANGE,AMZNMKTPLACE,2.21,0.44,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
26/05/2023,YOUNG PEOPLES ENGAGEMENT TEAM,,2.95,0,,,,100133,DUKE OF EDIN AWARDS
26/05/2023,COPTHORNE (PROPOSED 4 BED UNIT),,7.38,0,,,,100079,COPTHORNE (PROPOSED
26/05/2023,WOODLANDS,,7.38,0,,,,100077,HEALDS ROAD
27/05/2023,NORTH NEIGHBOURHOOD,WILKO.COM,209,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO.COM,107009,OPSS
27/05/2023,ELM GROVE,BKG HOTEL AT BOOKING.C,1207.04,0,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,100068,LAC 0-18 TEAM
27/05/2023,STRATEGIC COMMUNICATIONS,123 REG LTD 007880447,5.37,0,4816,COMPUTER NETWORK/INFORMATION SERVICES,123 REG LTD 007880447,101213,STRATEGIC COMMUNICAT
27/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,17.77,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
28/05/2023,OD,AMZNBUSINESS 5569J69Q5,39.96,7.99,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 5569J69Q5,107033,OD
28/05/2023,LIBRARY & INFORMATION CENTRES,AMAZON.CO.UK LE56R0735,12.66,0,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK LE56R0735,103758,LIBRARY & INFO CTRS
28/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMZNMKTPLACE,31.18,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100037,ASSESSMENT & INT STH
28/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,19.72,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
29/05/2023,REAL EMPLOYMENT,AMZNMKTPLACE AMAZON.CO,25.71,5.14,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104046,REAL EMPLOYMENT
29/05/2023,NK DOMICILIARY SUPPORT (THE MEWS),AMZNBUSINESS 6H1XR93Y5,8.32,1.67,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 6H1XR93Y5,104084,NK DOMIC SUPP (MEWS)
29/05/2023,ELM GROVE,TESCO STORES 2187,170.55,4.09,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
29/05/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,27,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
29/05/2023,LIBRARY & INFORMATION CENTRES,SAINSBURY'S S/MKT,20.9,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURY'S S/MKT,103758,LIBRARY & INFO CTRS
29/05/2023,ELM GROVE,KNOWSLEYSAFARI TICKET,-22.5,0,7991,TOURIST ATTRACTIONS AND EXHIBITS,KNOWSLEYSAFARI TICKET,100094,ELM GROVE
29/05/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,-0.6,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
