Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Baltonsborough Village Hall And Playing Field Trust,2023-07-03 00:00:00,SC01-000027896|SC-ISC-100015032|S0000013|5642151640,1060.15,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,Secure Placements,Rossie Young People's Trust,2023-08-03 00:00:00,SC01-000038144|23874|S0013442|5643841053,5089.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Langford Budville Primary Sch,ANZUK Education Ltd,2023-08-03 00:00:00,SC01-000034568|SC-ISC-100020472|S0013639|5642979922,625,Employee Agency
Somerset Council,2023-09-30 00:00:00,Occupational Health,Health Management Ltd,2023-08-03 00:00:00,SC01-000038808|24126|S0013682|5643914304,6225.86,Sup & Serv Oth - Bed & Breakfast Costs
Somerset Council,2023-09-30 00:00:00,Occupational Health,Health Management Ltd,2023-08-03 00:00:00,SC01-000038809|24127|S0013682|5643914305,-13514.72,Sup & Serv Oth - Other Supplies & Services
Somerset Council,2023-09-30 00:00:00,Occupational Health,Health Management Ltd,2023-08-03 00:00:00,SC01-000038810|24128|S0013682|5643914306,13514.72,Sup & Serv Oth - Other Supplies & Services
Somerset Council,2023-09-30 00:00:00,Occupational Health,Health Management Ltd,2023-08-03 00:00:00,SC01-000038816|24134|S0013682|5643914307,-6225.86,Sup & Serv Oth - Other Supplies & Services
Somerset Council,2023-09-30 00:00:00,Residential Placements,De Novo Care Limited,2023-08-03 00:00:00,SC01-000038047|23761|S0013881|5643825808,27382.02,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Empower Outreach Limited,2023-08-03 00:00:00,SC01-000037843|23636|S0014304|5643841045,9000,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Semi Independent 16/17,Empower Outreach Limited,2023-08-03 00:00:00,SC01-000037845|23638|S0014304|5643841046,5000,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Day Care,Hazelhurst Farm Limited,2023-08-03 00:00:00,SC01-000039362|24573|S0014317|5643970965,3988.1,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Stepping-Stones Care SW Ltd,2023-08-03 00:00:00,SC01-000037272|23169|S0014874|5643966402,589.42,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Stepping-Stones Care SW Ltd,2023-08-03 00:00:00,SC01-000037273|23170|S0014874|5643966403,3496.46,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Kinship Team,Occasional Creches Ltd,2023-08-03 00:00:00,SC01-000037562|23406|S0016066|5643923847,615,Fees & Charges - Nursery
Somerset Council,2023-09-30 00:00:00,Residential Placements,Longboat Special Education Ltd,2023-08-03 00:00:00,SC01-000037913|23683|S0016094|5643841049,33805.81,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Ind & NM Schs-Code of Practice,Dovecote School,2023-08-03 00:00:00,SC01-000037839|23632|S0016095|5643969365,12491.67,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Garland Support & Training Ltd,2023-08-03 00:00:00,SC01-000038793|24111|S0016136|5643965939,5248.12,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Homecare,Agincare Live In Care South West Ltd,2023-08-03 00:00:00,SC01-000039357|24570|S0016187|5643970963,5480,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Homecare,Agincare Live In Care South West Ltd,2023-08-03 00:00:00,SC01-000039358|24571|S0016187|5643970964,5480,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,St Johns Primary Sch (Frome),Busy Bees Cleaning and Maintenance,2023-08-03 00:00:00,SC01-000038425|SC-ISC-100021532|S0016621|5643829127,2068.83,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,St Johns Primary Sch (Frome),Busy Bees Cleaning and Maintenance,2023-08-03 00:00:00,SC01-000038425|SC-ISC-100021533|S0016621|5643829128,721.03,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,LD DP SSom,[Redacted],2023-08-03 00:00:00,SC01-000039288|SC-IAS-100007948|S0020535|5643918681,-2242,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Asst to Families - S Som,[Redacted],2023-08-03 00:00:00,SC01-000038130|SC-SIN-100004630|S0021546|5643779703,745,TPP Payments To Clients - Grants - Other
Somerset Council,2023-09-30 00:00:00,CLA - Mendip,[Redacted],2023-08-03 00:00:00,SC01-000038363|SC-SIN-100004678|S0025386|5643833836,508.29,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Direct Payments,[Redacted],2023-08-03 00:00:00,SC01-000038945|SC-SID-100007302|S0026475|5643966444,8935.37,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Allowances - Taunton,[Redacted],2023-08-03 00:00:00,SC01-000039364|SC-ICS-100014848|S0027628|5643926385,6665.52,TPP Other - Agency - Boarding Out
Somerset Council,2023-09-30 00:00:00,Fostering Allowances - Taunton,[Redacted],2023-08-03 00:00:00,SC01-000039364|SC-ICS-100014865|S0027628|5643926404,-6342.42,TPP Other - Agency - Boarding Out
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Direct Payments,[Redacted],2023-08-03 00:00:00,SC01-000039160|SC-IAS-100007947|S0032776|5643914065,832.84,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Allowances - Taunton,[Redacted],2023-08-03 00:00:00,SC01-000039364|SC-ICS-100014885|S0032795|5643926426,640.26,TPP Other - Agency - Boarding Out
Somerset Council,2023-09-30 00:00:00,LD Daycare Tton,Compass Disability Services,2023-08-03 00:00:00,SC01-000037309|23204|S0036430|5643966404,4310.4,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare Tton,Compass Disability Services,2023-08-03 00:00:00,SC01-000037310|23205|S0036430|5643966405,3544.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare Tton,Compass Disability Services,2023-08-03 00:00:00,SC01-000037311|23206|S0036430|5643966406,3552,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare Tton,Compass Disability Services,2023-08-03 00:00:00,SC01-000037312|23207|S0036430|5643966407,2420,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Community Grants,Spark Somerset,2023-08-03 00:00:00,SC01-000012157|SC-SID-100007293|S0037082|5643918238,165871,Grants - Grants - VCSE org
Somerset Council,2023-09-30 00:00:00,Commercial Properties (South Somerset),Battens Solicitors,2023-08-03 00:00:00,SC01-000038876|24188|S0037624|5643968966,1000,Fees & Hired - Consultant & Professional Fees
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,Tolchards Ltd,2023-08-03 00:00:00,SC01-000037248|23145|S0038237|5643969360,2565.69,Catering - Bar Supplies
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,Tolchards Ltd,2023-08-03 00:00:00,SC01-000038465|24003|S0038237|5643969371,564.31,Catering - Bar Supplies
Somerset Council,2023-09-30 00:00:00,Development Management,Planning Portal,2023-08-03 00:00:00,SC01-000030168|SC-SID-100007292|S0038398|5643916160,924,Fees & Charges - Planning Application Fees Other
Somerset Council,2023-09-30 00:00:00,Street Cleansing,WFL (UK) Limited T/as Watson Fuels,2023-08-03 00:00:00,SC01-000038036|23754|S0038876|5643970640,11550,Direct Transport - Fuel
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000014395|15528|S0040524|5642055352,-1295,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000022478|14517|S0040524|5642055459,-1165.5,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000022479|14518|S0040524|5642055373,-1165.5,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000022480|14519|S0040524|5642055460,-1165.5,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000022481|14520|S0040524|5642055374,-1165.5,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000023617|15250|S0040524|5642055387,-1314,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000024085|15525|S0040524|5642055391,-1040.25,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000024087|15526|S0040524|5642053629,-1177.13,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000024090|15529|S0040524|5642055478,-1184,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000024091|15530|S0040524|5642055393,-960,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000024092|15531|S0040524|5642055479,-960,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,Homelessness,Adecco UK Ltd,2023-08-03 00:00:00,SC01-000024093|15532|S0040524|5642055480,-1184,Salaries - Temp Cover - Temporary Posts
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Select Support + Ltd,2023-08-03 00:00:00,SC01-000037610|23465|S0041310|5643970954,13800,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Safeguarding Adults Board,The Misfits Theatre Company UK,2023-08-03 00:00:00,SC01-000035906|22375|S0042680|5643326534,820,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Beaches and Esplanade,Brean Leisure Park,2023-08-03 00:00:00,SC01-000039213|24471|S0042945|5643970643,3500,Rents - Premises Leases
Somerset Council,2023-09-30 00:00:00,Special Independent,[Redacted],2023-08-03 00:00:00,SC01-000038782|SC-SID-100007296|S0043225|5643920352,1998,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,CLA - Yeovil,Cheryl A Prescott t/a New Perspective,2023-08-03 00:00:00,SC01-000037701|23545|S0043613|5643922375,870,Fees & Hired - Consultant & Professional Fees
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Beckcare Homes Ltd,2023-08-03 00:00:00,SC01-000038923|24224|S0044070|5643916104,3945.32,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Therapy Service,Symbol (UK) Ltd,2023-08-03 00:00:00,SC01-000033838|21780|S0044377|5643969125,1609,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Direct Payments,[Redacted],2023-08-03 00:00:00,SC01-000037786|SC-SID-100007305|S0044812|5643970639,4875,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Direct Payments,[Redacted],2023-08-03 00:00:00,SC01-000002133|SC-SID-100007304|S0044813|5643969526,2240,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,NDR - Control Account - Mendip,J d Wetherspoon Ltd,2023-08-03 00:00:00,SC01-000035604|SC-SID-100007294|S0044859|5643920346,88164.9,NDR - Control Account - Refunds
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-08-03 00:00:00,SC01-000039159|SC-IAS-100007946|S0044889|5643914064,744.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Elmwood Special School,Soft Surfaces Ltd,2023-08-03 00:00:00,SC01-000039581|SC-ISC-100021609|S0044921|5643972437,3200,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,Community Grants,Coleford Parish Council,2023-08-06 00:00:00,SC01-000039857|SC-SID-100007315|S0000044|5643992427,15000,Grants - Grants - Not VCSE org
Somerset Council,2023-09-30 00:00:00,Planning Policy,Landmark Chambers,2023-08-06 00:00:00,SC01-000037682|23526|S0000232|5643993275,1600,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,Housing Options,The Kings Arms T/A The Dusthole,2023-08-06 00:00:00,SC01-000039456|24602|S0000582|5644054497,1960,Sup & Serv Oth - Bed & Breakfast Costs
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039887|SC-ILB-100000770|S0001246|5643996208,543.48,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039887|SC-ILB-100000772|S0001246|5643996210,543.48,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039887|SC-ILB-100000775|S0001246|5643996213,543.48,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039887|SC-ILB-100000781|S0001246|5643996220,543.48,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,Book Fund / Stock,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039897|SC-ILB-100001258|S0001246|5644000206,654.45,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Book Fund / Stock,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039897|SC-ILB-100001260|S0001246|5644000208,654.45,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Book Fund / Stock,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039897|SC-ILB-100001262|S0001246|5644000210,827.26,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Book Fund / Stock,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039897|SC-ILB-100001264|S0001246|5644000212,654.45,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Book Fund / Stock,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039897|SC-ILB-100001266|S0001246|5644000214,696.64,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Book Fund / Stock,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039897|SC-ILB-100001268|S0001246|5644000216,654.45,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Book Fund / Stock,Ulverscroft  Large Print Books Ltd,2023-08-06 00:00:00,SC01-000039897|SC-ILB-100001272|S0001246|5644000220,957.88,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Residential Placements,Bridgwater & Taunton College,2023-08-06 00:00:00,SC01-000038901|24207|S0001301|5643980890,6606,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Exchequer Services,National Westminster Bank PLC,2023-08-06 00:00:00,SC01-000034928|SC-SIN-100004852|S0001333|5644051797,101742.92,Supplies & Services - Suspense - Purchase Card
Somerset Council,2023-09-30 00:00:00,Ash Primary School,Signet Signs Ltd,2023-08-06 00:00:00,SC01-000038606|SC-ISC-100021559|S0001382|5643841507,5515,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Coroners,Royal United Hospital Bath NHS Trus,2023-08-06 00:00:00,SC01-000035901|22371|S0001424|5643994646,5338,Fees & Hired - Mortuary Costs
Somerset Council,2023-09-30 00:00:00,Counsel Fees,Miss Jane Smith,2023-08-06 00:00:00,SC01-000037560|23404|S0001790|5643994093,1260,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,Counsel Fees,Mr James Rees,2023-08-06 00:00:00,SC01-000037190|23106|S0001798|5643995910,711.67,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,The Bridge School,SOMERSET COUNTY COUNCIL,2023-08-06 00:00:00,SC01-000039896|SC-ISC-100021686|S0002850|5643998236,681.74,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,ASC MH Home Care,Brunelcare Community Services,2023-08-06 00:00:00,SC01-000039722|24815|S0003179|5644042875,1087.5,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000064|S0003195|5643991284,644.61,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000069|S0003195|5643991289,1197.48,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000070|S0003195|5643991290,659.69,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000075|S0003195|5643991295,584.62,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000086|S0003195|5643991306,1101.23,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000089|S0003195|5643991309,542.67,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000095|S0003195|5643991315,604.36,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000098|S0003195|5643991318,1049.5,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000101|S0003195|5643991321,703.06,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000103|S0003195|5643991323,1011.28,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000104|S0003195|5643991324,652.19,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Peters Ltd,2023-08-06 00:00:00,SC01-000039863|SC-ILB-100000105|S0003195|5643991325,1011.83,BST Creditor - General (Agent)
