Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,23/01/2023,6003638047,695.44,16.26,679.18,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638117,698.67,7.44,691.23,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638068,911.01,2.48,908.53,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638141,982.78,14.90,967.88,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638127,1370.49,62.35,1308.14,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,1600697131,12907.08,2151.18,10755.90,Capita Business Services Ltd,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,23/01/2023,1600701174,13210.68,2201.78,11008.90,Capita Business Services Ltd,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,23/01/2023,1600702769,21013.52,0.00,21013.52,Care 4 Every Child Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,601481356,2013.87,0.00,2013.87,Care In Mind Residential Services ,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,601481382,1797.35,0.00,1797.35,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481379,11519.86,0.00,11519.86,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481383,13317.20,0.00,13317.20,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481384,13317.20,0.00,13317.20,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481391,13317.20,0.00,13317.20,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481385,14926.96,0.00,14926.96,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481369,15420.00,0.00,15420.00,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481371,15420.00,0.00,15420.00,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481372,15420.00,0.00,15420.00,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481381,15636.52,0.00,15636.52,Cbre Limited,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,23/01/2023,601481387,291570.14,41566.88,250003.26,Corona Energy,Service Reform (Corp Bus & Transform),Gas
Salford City Council,23/01/2023,1600703108,800.00,0.00,800.00,Djg Consultancy & Training,People (Childrens) Service Group,Consultants
Salford City Council,23/01/2023,601481351,191595.05,31916.94,159678.11,Drax Energy Solutions,Place Directorate,Electricity
Salford City Council,23/01/2023,601481353,416206.10,53525.82,362680.28,Drax Energy Solutions,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,23/01/2023,1600703103,2146.87,357.81,1789.06,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,23/01/2023,1600702701,15078.50,745.44,14333.06,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,23/01/2023,1600703095,3133.20,522.20,2611.00,Electoral Reform Services,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,23/01/2023,1600703100,4907.76,817.96,4089.80,Electoral Reform Services,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,23/01/2023,1600703093,6096.68,1016.11,5080.57,Electoral Reform Services,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,23/01/2023,1600703092,5740.26,913.04,4827.22,Eversheds Sutherland (Inter) Llp,Place Directorate,Legal Fees
Salford City Council,23/01/2023,6003637886,809.00,0.00,809.00,Hotel Ibis,People (Childrens) Service Group,Staff Travel
Salford City Council,23/01/2023,1600703127,600.67,100.11,500.56,Huws Gray Ltd - Sc641,Place Directorate,Materials
Salford City Council,23/01/2023,1600703131,2880.60,480.10,2400.50,Keltic Clothing,Place Directorate,Clothing & Uniforms
Salford City Council,23/01/2023,6003637908,716.40,0.00,716.40,Lion Fpg,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,23/01/2023,1600702738,29526.00,4921.00,24605.00,Local Government Information Unit,Place Directorate,Subscriptions
Salford City Council,23/01/2023,1600703089,7000.00,0.00,7000.00,Manchester City Council,People (Childrens) Service Group,Training of Others
Salford City Council,23/01/2023,1600702722,31996.34,0.00,31996.34,My3 Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,601481355,18468.00,3078.00,15390.00,No Isolation Ltd,People (Childrens) Service Group,Computer Equipment purchase
Salford City Council,23/01/2023,6003637885,5952.00,0.00,5952.00,Parkview,People (Adults) - CHSC,Rents
Salford City Council,23/01/2023,1600703128,12053.49,0.00,12053.49,Project Inc Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,23/01/2023,1600703121,1680.00,280.00,1400.00,Psn Painting Services Ltd,Place Directorate,Other Office Expenses
Salford City Council,23/01/2023,1600703120,5906.40,984.40,4922.00,Psn Painting Services Ltd,Capital Expenditure,Works & Building
Salford City Council,23/01/2023,601481388,520.00,0.00,520.00,Redacted Data,People (Adults) - CHSC,Training expenses
Salford City Council,23/01/2023,1600703123,5073.20,845.53,4227.67,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,23/01/2023,601481368,2298.24,383.04,1915.20,Safecell Security Ltd,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,23/01/2023,1600703096,1489.34,0.00,1489.34,Salford City Red Devils Foundation,People (Adults) - CHSC,Grants
Salford City Council,23/01/2023,1600703097,2978.33,0.00,2978.33,Salford City Red Devils Foundation,People (Adults) - CHSC,Grants
Salford City Council,23/01/2023,1600702199,5672.09,0.00,5672.09,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Salaries and Wages reallocated
Salford City Council,23/01/2023,1600702714,30782.23,5130.37,25651.86,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,23/01/2023,1600702750,31128.00,5188.00,25940.00,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,23/01/2023,1600702711,31414.68,5235.78,26178.90,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,23/01/2023,6003637968,1125.00,0.00,1125.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,23/01/2023,6003637998,560.00,0.00,560.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,23/01/2023,6003637898,1250.00,0.00,1250.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,23/01/2023,6003637989,2102.00,0.00,2102.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,23/01/2023,6003637842,700.00,0.00,700.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,23/01/2023,1600702740,40000.00,0.00,40000.00,The Broughton Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,1600702706,33916.76,0.00,33916.76,The Trafford College Group,People (Childrens) Service Group,Pupil Assistance
Salford City Council,23/01/2023,1600703117,864.00,144.00,720.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,23/01/2023,601481370,1044.00,174.00,870.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,601481378,1448.00,241.33,1206.67,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,601481377,1620.00,270.00,1350.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,1600703113,2016.00,336.00,1680.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,23/01/2023,601481375,7848.00,1308.00,6540.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,1600702702,17670.00,0.00,17670.00,Together Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,1600702784,20751.28,3458.55,17292.73,Transport For Greater Manchester,Capital Expenditure,External Fees - Other
Salford City Council,23/01/2023,1600703106,4824.00,804.00,4020.00,Trimble Solution (Uk),Place Directorate,Mediation Service between SCC and Bolton MBC
Salford City Council,24/01/2023,1600703150,1020.00,170.00,850.00,Armor Cleaning Ltd,Capital Expenditure,Other Works
Salford City Council,24/01/2023,1600694631,2333.40,388.90,1944.50,Bevan Brittan Llp,Capital Expenditure,External Fees - Other
Salford City Council,24/01/2023,6003641505,1719.43,81.64,1637.79,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,24/01/2023,1600703156,6374.34,0.00,6374.34,Brentwood High School & Community,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,24/01/2023,1600703165,1862.00,0.00,1862.00,Bright Futures Educational Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,24/01/2023,1600703145,686.00,0.00,686.00,Browns Ctp Ltd,Public Health,Printing & Photocopying
Salford City Council,24/01/2023,1600703173,4800.00,800.00,4000.00,Chipside Ltd,Place Directorate,IT  Licence Fees
Salford City Council,24/01/2023,1600703159,606.00,101.00,505.00,City Sitemix Concrete Ltd,Place Directorate,Materials
Salford City Council,24/01/2023,601481449,576.00,96.00,480.00,Click Fire & Security Ltd - 24 Acco,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,24/01/2023,6003638872,12086.08,0.00,12086.08,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,24/01/2023,1600703179,81137.12,13522.85,67614.27,Eurovia Infrastructure Ltd,Capital Expenditure,Other Works
Salford City Council,24/01/2023,1600703146,9423.12,0.00,9423.12,Expanse Group Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,24/01/2023,1600703135,2235.00,0.00,2235.00,Food Safety Consult Ltd,Place Directorate,Salaries and Wages reallocated
Salford City Council,24/01/2023,601481442,2725.20,454.20,2271.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,24/01/2023,601481441,4539.60,738.60,3801.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,24/01/2023,6003638825,514.80,0.00,514.80,Ingram Image Limit,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,24/01/2023,1600703144,5000.00,0.00,5000.00,Invest In Play Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,24/01/2023,1600702804,21600.00,3600.00,18000.00,Looking Local Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fees
Salford City Council,24/01/2023,1600702802,25200.00,4200.00,21000.00,Looking Local Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fees
Salford City Council,24/01/2023,1600703164,1080.00,180.00,900.00,M & A Brown (Engravers) Ltd,Capital Expenditure,Other Works
Salford City Council,24/01/2023,1600702830,2892.80,399.63,2493.17,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,24/01/2023,1600702828,103037.77,12949.60,90088.17,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,24/01/2023,1600702811,107909.51,13340.24,94569.27,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,24/01/2023,1600702825,114273.00,14896.38,99376.62,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,24/01/2023,1600702829,173231.93,23071.66,150160.27,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,24/01/2023,1600702826,183670.32,25383.05,158287.27,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,24/01/2023,1600702795,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,1600702796,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,1600702797,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,1600702798,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,1600702799,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,1600702800,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,1600702801,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,1600702803,279320.74,46553.46,232767.28,Manchester City Council,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,24/01/2023,6003638881,567.00,0.00,567.00,Milton Manchester Hotel,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,6003639000,567.00,0.00,567.00,Milton Manchester Hotel,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,601481403,5131.01,0.00,5131.01,Monton Green Primary,Service Reform (Corp Bus & Transform),Premises Insurance
Salford City Council,24/01/2023,1600703140,1530.00,255.00,1275.00,Mr Mike Smith T/A Strand Refrigerat,Capital Expenditure,Works & Building
Salford City Council,24/01/2023,6003638848,1344.00,0.00,1344.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,6003638852,1344.00,0.00,1344.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,6003638883,1344.00,0.00,1344.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,6003638928,1344.00,0.00,1344.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,6003638930,1344.00,0.00,1344.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,6003638949,1344.00,0.00,1344.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,6003639020,1344.00,0.00,1344.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,24/01/2023,601481402,8240.00,0.00,8240.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,24/01/2023,1600703171,663.36,110.56,552.80,Quickco Ltd,Place Directorate,VMS Materials (Non Stock)
Salford City Council,24/01/2023,601481400,733.19,0.00,733.19,Redacted Data,Place Directorate,Tenants Rental
Salford City Council,24/01/2023,601481417,800.00,0.00,800.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,24/01/2023,1600703149,850.00,0.00,850.00,Redacted Data,People (Childrens) Service Group,Payments to Agencies
Salford City Council,24/01/2023,1600703168,1980.00,0.00,1980.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,24/01/2023,601481450,571.03,95.17,475.86,Safecell Security Ltd,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,24/01/2023,1600703152,6005.52,1000.92,5004.60,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,24/01/2023,1600703151,31788.00,5298.00,26490.00,Schofield & Sons Ltd,Capital Expenditure,Works & Building
