Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,11/10/2023,3110587547,"3,548.92",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,11/10/2023,3110587591,"1,774.44",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110594855,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110594958,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110594995,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110595071,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110595076,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110595105,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110595147,"1,840.16",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603310,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603399,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603485,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603532,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603537,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603567,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603607,"1,840.16",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,HC One Ltd - Alexander Care Centre,,,,,11/10/2023,3110587328,"2,909.29",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,HC One Ltd - Alexander Care Centre,,,,,08/11/2023,3110595047,"3,017.04",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,HC One Ltd - Alexander Care Centre,,,,,06/12/2023,3110603341,"3,017.04",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,HC-One Ltd - Cedar House ,,,,,11/10/2023,3110587613,"3,178.21",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,HC-One Ltd - Cedar House ,,,,,08/11/2023,3110594887,"3,295.92",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,HC-One Ltd - Cedar House ,,,,,06/12/2023,3110603629,"3,295.92",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,High View Care Services Ltd,,,,,11/10/2023,3110587628,"12,839.46",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,High View Care Services Ltd,,,,,08/11/2023,3110594901,"13,315.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,High View Care Services Ltd,,,,,06/12/2023,3110603643,"13,315.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Kenilworth House ,,,,,11/10/2023,3110587610,"5,186.74",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Kenilworth House ,,,,,08/11/2023,3110594884,"5,378.84",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Kenilworth House ,,,,,06/12/2023,3110603626,"5,378.84",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,London Borough Of Hammersmith & Fulham,1231802,,,,07/11/2023,2200354371,"15,233.36",,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,MMCG (2) Ltd (Maria Mallaband Care Group Ltd),,,,,11/10/2023,3110587368,"2,202.58",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,MMCG (2) Ltd (Maria Mallaband Care Group Ltd),,,,,08/11/2023,3110594835,"2,284.16",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,MMCG (2) Ltd (Maria Mallaband Care Group Ltd),,,,,06/12/2023,3110603390,"2,284.16",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Nazareth House ,,,,,11/10/2023,3110587486,"3,340.67",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Nazareth House ,,,,,08/11/2023,3110595013,"3,464.40",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Nazareth House ,,,,,06/12/2023,3110603503,"3,464.40",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Optimum Ltd,,,,,06/12/2023,3110603437,"3,809.13",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,25/10/2023,3110591169,"1,209.04",,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1233586,,,,25/10/2023,3110591218,908.92,,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,25/10/2023,3110591308,"1,219.68",,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1233586,,,,22/11/2023,3110598719,908.92,,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,22/11/2023,3110598753,"1,209.04",,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,22/11/2023,3110598898,"1,219.68",,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,20/12/2023,3110608296,"1,219.68",,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,20/12/2023,3110608531,"1,209.04",,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1233586,,,,20/12/2023,3110608559,908.92,,Adult Social Care : Other Transfer Pay,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Prima Healthcare Limited,,,,,11/10/2023,3110587325,"1,225.30",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Prima Healthcare Limited,,,,,08/11/2023,3110595044,"1,270.68",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Prima Healthcare Limited,,,,,06/12/2023,3110603338,"1,270.68",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Josephs Rest Home,,,,,11/10/2023,3110587579,"3,085.71",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Josephs Rest Home,,,,,08/11/2023,3110595135,"3,200.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Josephs Rest Home,,,,,06/12/2023,3110603596,"3,200.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Mungos Broadway (Grants & General Invoicing),,,,,11/10/2023,3110587390,"2,835.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Mungos Broadway (Grants & General Invoicing),,,,,08/11/2023,3110594869,"2,940.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Mungos Broadway (Grants & General Invoicing),,,,,06/12/2023,3110603413,"2,940.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,The Boyne Care Home Ltd,,,,,11/10/2023,3110587371,"4,242.86",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,The Boyne Care Home Ltd,,,,,08/11/2023,3110594838,"4,400.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,The Boyne Care Home Ltd,,,,,06/12/2023,3110603393,"4,400.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,The Royal Alfred  Seafarers Society,,,,,11/10/2023,3110587275,"3,854.87",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,The Royal Alfred  Seafarers Society,,,,,08/11/2023,3110594909,"3,997.64",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,The Royal Alfred  Seafarers Society,,,,,06/12/2023,3110603651,"3,997.64",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Whitefriars Nursing & Residential Home,,,,,11/10/2023,3110587534,"3,623.40",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Whitefriars Nursing & Residential Home,,,,,08/11/2023,3110595092,"3,757.60",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Whitefriars Nursing & Residential Home,,,,,06/12/2023,3110603553,"3,757.60",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,AGINCARE (SOUTHWARK) LIMITED,,,,,11/10/2023,3110587444,"2,700.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,AGINCARE (SOUTHWARK) LIMITED,,,,,08/11/2023,3110594985,"2,800.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,AGINCARE (SOUTHWARK) LIMITED,,,,,06/12/2023,3110603476,"2,800.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ans Homes ,,,,,11/10/2023,3110587548,"4,093.01",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ans Homes ,,,,,08/11/2023,3110595106,"4,244.60",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ans Homes ,,,,,06/12/2023,3110603568,"4,927.78",,NHS Contributions : Funded Nursing Care,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ans Homes ,,,,,06/12/2023,3110603568,"4,396.00",,Client Charges : Nursing,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,,,,,11/10/2023,3110587339,"4,007.15",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,,,,,11/10/2023,3110587457,"4,007.15",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,,,,,08/11/2023,3110594993,"4,155.56",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,,,,,08/11/2023,3110595058,"4,155.56",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,,,,,06/12/2023,3110603354,"4,155.56",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,,,,,06/12/2023,3110603483,"4,155.56",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Care UK Community Partnerships Ltd ,,,,,11/10/2023,3110587471,"5,533.03",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Care UK Community Partnerships Ltd ,,,,,08/11/2023,3110594999,"43,854.41",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Care UK Community Partnerships Ltd ,,,,,06/12/2023,3110603489,"5,737.96",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Care UK Community Partnerships Ltd ,,,,,06/12/2023,3110603489,"1,092.00",,Client Charges : Nursing,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Care UK Community Partnerships Ltd ,,,,,06/12/2023,3110603489,728.00,,Client Charges : Nursing,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ealing Eventide,,,,,11/10/2023,3110587584,"2,700.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ealing Eventide,,,,,08/11/2023,3110595139,"2,800.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ealing Eventide,,,,,06/12/2023,3110603600,"2,800.00",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,11/10/2023,3110587514,"3,548.92",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,08/11/2023,3110595072,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,,,,,06/12/2023,3110603533,"3,680.36",,Residential Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Maria Mallaband 11 Limited,,,,,11/10/2023,3110587538,"4,669.15",,Nursing Home Bed,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Maria Mallaband 11 Limited,,,,,08/11/2023,3110595096,"4,842.08",,Nursing Home Bed,,,,,,0,,,,
