BODY,NAME,EXPENSE AREA,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598013,45093,3732.69
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598014,45093,3774.91
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598015,45093,4281.61
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HARTHILL PLAYGROUP,Supporting People - Childcare Fees,11598016,45093,439.14
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HOPSCOTCH ROTHERHAM LTD,Supporting People - Childcare Fees,11598018,45093,979.62
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598021,45093,219.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,JUST FOR KIDZ UK LTD,Supporting People - Childcare Fees,11598022,45093,878.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,KAY STRETCH,Supporting People - Childcare Fees,11598023,45093,219.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,KIDDIWINKS DAY NURSERY,Educational Day Nursery,11598024,45093,4070.49
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,KIDS WORLD CHILDCARE LTD,Supporting People - Childcare Fees,11598025,45093,1722.78
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,KIVETON AND WALES PRESCHOOL DAYCARE,Supporting People - Childcare Fees,11598027,45093,2195.7
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598029,45093,219.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,LIME TREE NURSERY (ROTHERHAM) LTD,Educational Day Nursery,11598030,45093,1562.32
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,LIME TREE NURSERY (ROTHERHAM) LTD,Educational Day Nursery,11598031,45093,592.84
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,LIME TREE NURSERY (ROTHERHAM) LTD,Educational Day Nursery,11598032,45093,1207.63
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,LIME TREE NURSERY (ROTHERHAM) LTD,Educational Day Nursery,11598033,45093,3073.98
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,LIME TREE NURSERY (ROTHERHAM) LTD,Educational Day Nursery,11598034,45093,2060.58
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598035,45093,152.01
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598036,45093,194.23
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,LINX PRE-SCHOOL,Supporting People - Childcare Fees,11598038,45093,1297.15
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,LITTLE EXPLORERS DAY CARE NURSERY,Educational Day Nursery,11598040,45093,1361.33
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPIDAYZ NURSERY,Educational Day Nursery,11598041,45093,4298.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598042,45093,439.14
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,WICKERSLEY NURSERY LTD,Educational Day Nursery,11598043,45093,1646.77
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,NATASHA LOUISE WEATHERLEY,Supporting People - Childcare Fees,11598044,45093,255.04
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598045,45093,219.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,NORTHFIELD UNDER 5'S LTD,Supporting People - Childcare Fees,11598046,45093,768.49
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ONCE UPON A TIME DAY NURSERY,Educational Day Nursery,11598047,45093,6564.01
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,RAILWAY CHILDREN DAY CARE LTD,Educational Day Nursery,11598050,45093,1536.99
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDSCOPE PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598053,45093,3259.77
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ROCKINGHAM J & I SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598054,45093,2203.02
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ROUGHWOOD PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598055,45093,2415.27
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598057,45093,270.24
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,SARAH TOWNSEND,Sporting Entertainment & Culture,11598058,45093,219.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,BRAMPTON CORTONWOOD INFANT SCHOOL,Supporting People - Childcare Fees,11598059,45093,2744.62
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,SWALLOWNEST PRE-SCHOOL,Supporting People - Childcare Fees,11598061,45093,1366.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,THE MEADOWS COMMUNITY PRE-SCHOOL,Supporting People - Childcare Fees,11598062,45093,1168.17
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,TINY TOTS DAY NURSERY (ROTHERHAM) LTD,Educational Day Nursery,11598063,45093,4176.89
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,TINY TOTS 2 DAY NURSERY (ROTHERHAM) LTD,Educational Day Nursery,11598064,45093,780.31
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,TODWICK EARLY YEARS LTD,Supporting People - Childcare Fees,11598065,45093,515.99
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,VPHPS LTD,Supporting People - Childcare Fees,11598066,45093,2763.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,WALES CHILDCARE PARTNERSHIP,Supporting People - Childcare Fees,11598067,45093,1339.37
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598068,45093,988.06
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,WHISTON PRE-SCHOOL,Supporting People - Childcare Fees,11598069,45093,1410.31
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,WICKERSLEY NURSERY LTD,Educational Day Nursery,11598070,45093,1756.56
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,WONDER YEARS INSPIRATIONAL DAY CARE,Supporting People - Childcare Fees,11598071,45093,1427.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,Agency Staff Services,11598072,45091,121.97
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ALPHA PROPERTY,Supporting People - Foster Care,11598073,45092,600
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,Agency Staff Services,11598074,45091,668.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,Agency Staff Services,11598075,45091,548.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,Agency Staff Services,11598076,45091,548.09
Rotherham Metropolitan Borough Council,Finance & Customer Services,MATRIX SCM LTD,Agency Staff Services,11598077,45091,1829.64
Rotherham Metropolitan Borough Council,Adult Care & Housing,MATRIX SCM LTD,Agency Staff Services,11598078,45091,706.64
Rotherham Metropolitan Borough Council,Adult Care & Housing,MATRIX SCM LTD,Agency Staff Services,11598079,45091,152.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,MATRIX SCM LTD,Agency Staff Services,11598080,45091,152.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,MATRIX SCM LTD,Agency Staff Services,11598081,45091,175.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ALL CHILDREN GREAT & SMALL LTD,Supporting People - Childcare Fees,11598083,45093,14491.62
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598085,45093,737.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598088,45093,355.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598089,45093,553.41
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598090,45093,922.35
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ANSTON BROOK PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598091,45093,5477.47
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ANSTON HILLCREST PRIMARY SCHOOL ACADEMY,Supporting People - Childcare Fees,11598092,45093,6508.94
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ANSTON STONES EARLY YEARS,Supporting People - Childcare Fees,11598093,45093,5744.23
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ARNOLD NURSERY SCHOOL & CHILDRENS CENTRE,Educational Day Nursery,11598094,45093,5995.27
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ASTON LODGE PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598095,45093,8797.46
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598100,45093,711.36
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,THE GRANGE TRUST T/A BRAMLEY GRANGE,Supporting People - Childcare Fees,11598101,45093,4536.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,BRAMPTON ELLIS C E PRIMARY SCHOOL,Supporting People - Childcare Fees,11598103,45093,11251.76
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,BRIGHT SKIES NURSERY LIMITED,Educational Day Nursery,11598104,45093,21857.94
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,BRINSWORTH HOWARTH PRIMARY (ACADEMY),Supporting People - Childcare Fees,11598105,45093,2454.19
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,BRINSWORTH WHITEHILL PRIMARY (ACADEMY),Supporting People - Childcare Fees,11598107,45093,7789.39
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,BROOKFIELD JUNIOR ACADEMY,Supporting People - Childcare Fees,11598108,45093,9308.52
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ABC DAY NURSERY (LINCS) LTD,Educational Day Nursery,11598109,45093,6254.04
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,BUSY BEES NURSERIES LIMITED,Educational Day Nursery,11598111,45093,15288.07
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,CANKLOW WOODS PRIMARY SCHOOL ACADEMY,Supporting People - Childcare Fees,11598112,45093,6050.61
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,CATCLIFFE PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598114,45093,5795.01
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598119,45093,344.34
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,CLIFTON METHODIST PLAYGROUP,Educational Day Nursery,11598121,45093,3502.98
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598123,45093,898.8
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,CRAGS COMMUNITY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598124,45093,10273.56
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598125,45093,974.16
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,DAR-UL-MADINAH UK,Supporting People - Childcare Fees,11598126,45093,3441.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,FOR UNDER FIVES LTD,Educational Day Nursery,11598127,45093,28930.78
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598129,45093,451.08
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,DINNINGTON PRE SCHOOL,Supporting People - Childcare Fees,11598130,45093,6523.61
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598132,45093,730.08
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,DREAM CATCHERS NURSERY,Educational Day Nursery,11598134,45093,10823.16
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,DREAM CATCHERS NURSERY LTD,Educational Day Nursery,11598135,45093,11234.22
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,EAST DENE PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598136,45093,2662.04
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,EASTWOOD VILLAGE PRIMARY SCHOOL,Supporting People - Childcare Fees,11598137,45093,4122.19
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,FENWOOD HOUSE LTD,Educational Day Nursery,11598139,45093,17133.48
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,FENWOOD HOUSE LTD,Educational Day Nursery,11598140,45093,11648.05
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,FENWOOD HOUSE LTD,Educational Day Nursery,11598141,45093,9725.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,FERHAM PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598142,45093,6399.69
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,FLANDERWELL PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598143,45093,9087.62
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,THRYBERGH ACADEMY & SPORTS COLLEGE,Training Services,11598144,45093,1426.09
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,SPRINGWOOD JUNIOR ACADEMY,Supporting People - Childcare Fees,11598145,45093,8540.96
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ASTON COMMUNITY EDUCATION TRUST,Supporting People - Childcare Fees,11598146,45093,8751.83
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,WAVERLEY JUNIOR ACADEMY,Supporting People - Childcare Fees,11598147,45093,24792.26
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598148,45093,592.8
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,GRANBY NURSERIES LTD,Supporting People - Childcare Fees,11598150,45093,16686.54
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,GRANBY NURSERIES LTD,Supporting People - Childcare Fees,11598151,45093,9770.71
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,GRANGE KINDERGARTEN,Supporting People - Childcare Fees,11598152,45093,11043.86
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,GREASBROUGH PRIMARY SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598153,45093,11055.9
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598154,45093,18068.07
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598155,45093,6364.21
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598156,45093,10131.66
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598157,45093,3611.35
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HAPPY KIDS CHILDCARE LIMITED,Supporting People - Childcare Fees,11598158,45093,8172.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HARTHILL PLAYGROUP,Supporting People - Childcare Fees,11598159,45093,4125.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HIGH GREAVE INFANT SCHOOL (ACADEMY),Supporting People - Childcare Fees,11598161,45093,2951.52
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HIGHFIELD FARM PRIMARY,Supporting People - Childcare Fees,11598162,45093,1916.46
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,HOPSCOTCH ROTHERHAM LTD,Supporting People - Childcare Fees,11598163,45093,6283.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598164,45093,719.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598175,45093,1067.04
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,REDACTED,Supporting People - Childcare Fees,11598176,45093,609.33
