Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   2,,,,,,
Start Date:  30 April 2023,,,,,,
End Date:   27 May 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259242,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259335,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259341,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259377,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259378,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259379,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259381,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259462,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259478,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259651,17 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258621,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258622,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258625,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258627,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258676,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258687,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258856,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258857,03 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258950,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258972,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259020,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259037,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259038,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259191,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259196,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259233,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259234,10 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259347,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259375,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259380,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259461,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259463,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259464,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259465,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259466,17 May 2023,"1,248.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259471,17 May 2023,"1,248.66",
LONDON TRANSPORT MUSEUM,PAY360 LIMITED,Computer Software,1011\5110273509,22 May 2023,"1,248.20",
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,Rates,1004\1901694510,25 May 2023,"1,247.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165904,10 May 2023,"1,247.28",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167156,17 May 2023,"1,247.28",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074964,03 May 2023,"1,247.27",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074983,03 May 2023,"1,246.95",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075044,10 May 2023,"1,246.95",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075047,10 May 2023,"1,246.95",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075057,10 May 2023,"1,246.95",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075137,17 May 2023,"1,246.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258728,03 May 2023,"1,244.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258976,10 May 2023,"1,244.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259150,10 May 2023,"1,244.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259572,17 May 2023,"1,244.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259586,17 May 2023,"1,244.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258980,10 May 2023,"1,244.85",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259048,10 May 2023,"1,244.85",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259061,10 May 2023,"1,244.85",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259080,10 May 2023,"1,244.85",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259324,17 May 2023,"1,244.85",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259421,17 May 2023,"1,244.85",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259512,17 May 2023,"1,244.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163898,03 May 2023,"1,243.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164642,03 May 2023,"1,243.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168208,24 May 2023,"1,243.60",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110252499,04 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110252502,04 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110254126,04 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110254127,04 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110254128,04 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266502,24 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266528,24 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266542,24 May 2023,"1,243.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266500,24 May 2023,"1,243.27",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258923,10 May 2023,"1,243.17",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258859,03 May 2023,"1,242.26",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259592,17 May 2023,"1,242.26",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260111,24 May 2023,"1,242.26",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258663,03 May 2023,"1,242.15",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259446,17 May 2023,"1,242.15",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259156,10 May 2023,"1,241.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259208,10 May 2023,"1,241.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259323,17 May 2023,"1,241.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259394,17 May 2023,"1,241.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259485,17 May 2023,"1,241.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259517,17 May 2023,"1,241.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258934,10 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259092,10 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259159,10 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259176,10 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259211,10 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259356,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259366,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259387,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259422,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259487,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259488,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259518,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259520,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259562,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259573,17 May 2023,"1,241.35",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110261983,22 May 2023,"1,240.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110261991,22 May 2023,"1,240.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110261993,22 May 2023,"1,240.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110262024,22 May 2023,"1,240.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266484,24 May 2023,"1,240.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266505,24 May 2023,"1,240.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266523,24 May 2023,"1,240.55",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266525,24 May 2023,"1,240.55",
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5110257557,03 May 2023,"1,240.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259871,24 May 2023,"1,239.91",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259827,24 May 2023,"1,239.82",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259828,24 May 2023,"1,239.82",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259942,24 May 2023,"1,239.82",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259964,24 May 2023,"1,239.82",
LONDON UNDERGROUND LTD,ENPRO GROUP LIMITED,Maintenance Materials,1005\5110263160,15 May 2023,"1,239.30",
LONDON UNDERGROUND LTD,ENPRO GROUP LIMITED,Maintenance Materials,1005\5110263267,12 May 2023,"1,239.30",
LONDON UNDERGROUND LTD,ENPRO GROUP LIMITED,Maintenance Materials,1005\5110270711,26 May 2023,"1,239.30",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259141,10 May 2023,"1,238.72",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258557,03 May 2023,"1,238.63",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005\5110249443,19 May 2023,"1,238.40",
DIAL A RIDE,JOHN COBB & PARTNERS,Building Maintenance & Repairs,1010\5110268177,09 May 2023,"1,236.50",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260100,24 May 2023,"1,236.48",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166003,10 May 2023,"1,235.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166917,17 May 2023,"1,235.70",
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Office Cleaning,1005\5110273054,22 May 2023,"1,235.54",
LONDON TRANSPORT MUSEUM,ZOOM THROUGH HISTORY,Management & Support Consultancy,1011\5110268328,12 May 2023,"1,235.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Maintenance of Plant & Equipment,1006\5110266555,04 May 2023,"1,233.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164872,03 May 2023,"1,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167472,24 May 2023,"1,232.64",
SURFACE TRANSPORT CORP,NETWORK RAIL INFRASTRUCTURE,Road Maintenance,1002\5110253063,22 May 2023,"1,232.49",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266536,24 May 2023,"1,232.20",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110266541,24 May 2023,"1,232.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164808,03 May 2023,"1,232.14",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004391,10 May 2023,"1,232.04",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004434,24 May 2023,"1,232.04",
LONDON UNDERGROUND LTD,SMITHS ENGINEERING WORKS (NI) LTD,N/A,1005\5110272000,16 May 2023,"1,232.00",
LONDON UNDERGROUND LTD,HYDROBOLT,Fleet,1005\5110250063,10 May 2023,"1,231.44",
LONDON UNDERGROUND LTD,LIFT COMPONENTS LTD,Maintenance Materials,1005\5110259858,10 May 2023,"1,230.98",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166278,10 May 2023,"1,230.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166626,17 May 2023,"1,230.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168288,24 May 2023,"1,230.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110261931,12 May 2023,"1,229.76",
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004\1901694304,16 May 2023,"1,229.67",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258935,10 May 2023,"1,229.32",
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900007905,03 May 2023,"1,228.56",
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900007959,24 May 2023,"1,228.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166159,10 May 2023,"1,228.20",
LUL NOMINEE SSL LIMITED,PABLON TOOLS LTD,Maintenance Materials,1031\5110274824,24 May 2023,"1,228.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166859,17 May 2023,"1,227.75",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004817,03 May 2023,"1,227.56",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004763,03 May 2023,"1,227.37",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258745,03 May 2023,"1,227.35",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259423,17 May 2023,"1,227.17",
LONDON UNDERGROUND LTD,MORGANITE ELECTRICAL CARBON LTD,Fleet,1005\5110263756,17 May 2023,"1,227.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260002,24 May 2023,"1,226.95",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165837,10 May 2023,"1,226.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165839,10 May 2023,"1,226.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166927,17 May 2023,"1,226.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167213,17 May 2023,"1,226.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166276,10 May 2023,"1,225.84",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167061,17 May 2023,"1,225.84",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168289,24 May 2023,"1,225.84",
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110268602,10 May 2023,"1,225.71",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258690,03 May 2023,"1,225.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259014,10 May 2023,"1,225.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259039,10 May 2023,"1,225.66",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259468,17 May 2023,"1,225.66",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164677,03 May 2023,"1,224.48",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167012,17 May 2023,"1,224.48",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164159,03 May 2023,"1,224.39",
LONDON UNDERGROUND LTD,BIO-CIRCLE SURFACE TECHNOLOGY LTD,Fleet,1005\5110270466,22 May 2023,"1,224.17",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259221,10 May 2023,"1,223.72",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258986,10 May 2023,"1,223.62",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004410,17 May 2023,"1,221.23",
LONDON UNDERGROUND LTD,C E F,Signalling Systems,1005\5110251216,12 May 2023,"1,220.70",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258724,03 May 2023,"1,220.32",
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110277438,25 May 2023,"1,220.17",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166031,10 May 2023,"1,220.07",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167700,24 May 2023,"1,220.07",
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,N/A,1005\5110267674,22 May 2023,"1,220.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165719,10 May 2023,"1,219.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165721,10 May 2023,"1,219.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165725,10 May 2023,"1,219.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166980,17 May 2023,"1,219.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167171,17 May 2023,"1,219.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167276,17 May 2023,"1,219.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164934,03 May 2023,"1,218.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165475,10 May 2023,"1,218.02",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165575,10 May 2023,"1,218.02",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167761,24 May 2023,"1,218.02",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164610,03 May 2023,"1,217.98",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165444,10 May 2023,"1,216.32",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165515,10 May 2023,"1,216.32",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167165,17 May 2023,"1,216.32",
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5110276384,26 May 2023,"1,215.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259111,10 May 2023,"1,214.64",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,N/A,1033\5110263752,17 May 2023,"1,214.58",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258739,03 May 2023,"1,214.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165656,10 May 2023,"1,213.62",
LUL NOMINEE BCV LIMITED,KONECRANES DEMAG UK LTD,Plant & Equipment Purchases,1033\5110262161,17 May 2023,"1,210.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163913,03 May 2023,"1,206.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168191,24 May 2023,"1,206.00",
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,N/A,1005\5110276412,24 May 2023,"1,206.00",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004372,03 May 2023,"1,205.19",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004436,24 May 2023,"1,205.19",
LUL NOMINEE SSL LIMITED,VIKING PRECISION ENGINEERS LTD,N/A,1031\5110269974,11 May 2023,"1,204.40",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259859,24 May 2023,"1,203.11",
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING,Escalators,1005\5110268261,12 May 2023,"1,201.62",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110269935,24 May 2023,"1,201.44",
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Cameras,1002\5110267044,24 May 2023,"1,201.43",
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005\5110272925,19 May 2023,"1,201.25",
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Furniture & Equipment,1005\5110264903,24 May 2023,"1,201.04",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110260288,12 May 2023,"1,200.74",
