Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:  7,,,,,,,,,,
Start Date:  17 September 2023,,,,,,,,,,
End Date: 14 October 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190083,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190126,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190130,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190135,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190166,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190174,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190186,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190187,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190238,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190240,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190251,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190253,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190263,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190307,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190350,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190376,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190377,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190378,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190407,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190414,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190415,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190439,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190499,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190501,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190503,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190587,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190589,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190591,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190592,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190604,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190616,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190621,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190622,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190651,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190654,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190655,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190675,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190676,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190677,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190678,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190680,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190703,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190717,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190718,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190720,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190724,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190725,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190734,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190772,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190773,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190807,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190808,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190861,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190862,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190869,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190870,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190874,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190875,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190876,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190905,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190906,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190916,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190918,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190921,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191048,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191050,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191174,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191223,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191259,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191282,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191286,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191330,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191352,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191356,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191358,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191403,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191414,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191430,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191431,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191439,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191445,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191446,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191448,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191452,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191455,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191458,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191459,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191461,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191494,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191496,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191498,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191500,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191509,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191527,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191534,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191536,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191545,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191550,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191552,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191570,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191715,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191717,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191742,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191761,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188364,27 Sep 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189676,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190065,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190682,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191438,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188881,27 Sep 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190299,04 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191395,11 Oct 2023,"£2,311",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189305,27 Sep 2023,"£2,310",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191354,11 Oct 2023,"£2,310",,,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110333728,26 Sep 2023,"£2,310",,,,,
TFL CORPORATE,OTM (UK) LTD,Advertising,1001/5110333870,26 Sep 2023,"£2,310",,,,,
LONDON BUS SERVICES LTD,Trapeze ITS Switzerland GmbH,Manage IT Services,1006/5110328373,06 Oct 2023,"£2,310",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188739,27 Sep 2023,"£2,309",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189349,27 Sep 2023,"£2,309",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189869,04 Oct 2023,"£2,309",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190966,11 Oct 2023,"£2,309",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187897,20 Sep 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188402,27 Sep 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189139,27 Sep 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189347,27 Sep 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189459,04 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189629,04 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189871,04 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190736,11 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191506,11 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191656,11 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191706,11 Oct 2023,"£2,308",,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900267797,20 Sep 2023,"£2,308",,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900268095,27 Sep 2023,"£2,308",,,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110322160,21 Sep 2023,"£2,308",,,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110330255,09 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191749,11 Oct 2023,"£2,308",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191751,11 Oct 2023,"£2,308",,,,,
LONDON UNDERGROUND LTD,TRB Lightweight Structures Ltd,Fleet,1005/5110334965,27 Sep 2023,"£2,307",,,,,
LONDON UNDERGROUND LTD,TRB Lightweight Structures Ltd,Fleet,1005/5110334967,27 Sep 2023,"£2,307",,,,,
LONDON UNDERGROUND LTD,TRB Lightweight Structures Ltd,Fleet,1005/5110334970,27 Sep 2023,"£2,307",,,,,
LONDON UNDERGROUND LTD,TRB Lightweight Structures Ltd,Fleet,1005/5110334971,27 Sep 2023,"£2,307",,,,,
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900004990,04 Oct 2023,"£2,307",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189316,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190132,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190586,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187879,20 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188101,20 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188486,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188549,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188742,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188761,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188854,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188880,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189124,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189334,27 Sep 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189787,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189909,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190051,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190087,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190164,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190385,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190540,04 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190809,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190848,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190873,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190932,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191369,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191393,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191519,11 Oct 2023,"£2,306",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191744,11 Oct 2023,"£2,306",,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076795,20 Sep 2023,"£2,305",,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076883,04 Oct 2023,"£2,305",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187973,20 Sep 2023,"£2,303",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188629,27 Sep 2023,"£2,303",,,,,
TTL PROPERTIES LTD,Cyber-Duck Limited,Manage IT Services,1040/5110339071,05 Oct 2023,"£2,300",,,,,
RFL (IINFRASTRUCTURE) LTD,EVENHEIGHTS LTD,Fleet,1025/5110341978,13 Oct 2023,"£2,300",,,,,
LONDON TRANSPORT MUSEUM,GV MEDIA GROUP LTD,Advertising,1011/5110329313,18 Sep 2023,"£2,300",,,,,
TFL CORPORATE,REDACTED,Production Artwork And Design For Marketing,1001/5110334312,26 Sep 2023,"£2,300",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189330,27 Sep 2023,"£2,298",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190089,04 Oct 2023,"£2,298",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188036,20 Sep 2023,"£2,298",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188432,27 Sep 2023,"£2,297",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189579,04 Oct 2023,"£2,297",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191463,11 Oct 2023,"£2,297",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189160,27 Sep 2023,"£2,296",,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900268073,27 Sep 2023,"£2,295",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189303,27 Sep 2023,"£2,295",,,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008388,04 Oct 2023,"£2,295",,,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008422,11 Oct 2023,"£2,295",,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110324539,27 Sep 2023,"£2,292",,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110328742,04 Oct 2023,"£2,292",,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110332163,11 Oct 2023,"£2,292",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189247,27 Sep 2023,"£2,292",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190210,04 Oct 2023,"£2,292",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191155,11 Oct 2023,"£2,292",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189296,27 Sep 2023,"£2,292",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191176,11 Oct 2023,"£2,292",,,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Maintenance Materials,1005/5110342502,11 Oct 2023,"£2,291",,,,,
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004/5110329828,21 Sep 2023,"£2,291",,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900267867,20 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187463,20 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188116,20 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188403,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188408,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188591,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188698,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188760,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188793,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188873,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188908,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189014,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189030,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189039,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189068,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189157,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189168,27 Sep 2023,"£2,291",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189171,27 Sep 2023,"£2,291",,,,,
