Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:   4,,,,,,,,,,
Start Date:  25 June 2023,,,,,,,,,,
End Date:   22 July 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110281534,28 Jun 2023,"1,328.06",,,,,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005/5110284608,28 Jun 2023,"1,328.00",,,,,
LONDON BUS SERVICES LTD,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1006/5110288443,12 Jul 2023,"1,327.54",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262679,05 Jul 2023,"1,327.04",,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110290993,18 Jul 2023,"1,326.88",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174162,28 Jun 2023,"1,325.24",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174363,28 Jun 2023,"1,325.24",,,,,
TFL CORPORATE,ENDEAVOUR TRAINING AND ASSESSMENT,Staff Training,1001/5110293387,30 Jun 2023,"1,324.00",,,,,
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT TAMWORTH LTD,Fleet,1005/5110274949,26 Jun 2023,"1,323.60",,,,,
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT TAMWORTH LTD,Fleet,1005/5110274951,26 Jun 2023,"1,323.60",,,,,
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040/1900005420,05 Jul 2023,"1,323.30",,,,,
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040/1900005565,19 Jul 2023,"1,323.30",,,,,
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040/1900005363,28 Jun 2023,"1,323.30",,,,,
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040/1900005518,12 Jul 2023,"1,323.30",,,,,
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001/5110283159,28 Jun 2023,"1,323.11",,,,,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Production Artwork And Design For Marketing,1001/5110301426,19 Jul 2023,"1,322.90",,,,,
RFL (IINFRASTRUCTURE) LTD,LANES GROUP PLC,Civil Engineering Construction Works,1025/5110286917,05 Jul 2023,"1,322.87",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173643,28 Jun 2023,"1,322.40",,,,,
SURFACE TRANSPORT CORP,K-INTERNATIONAL PLC,Advertising,1002/5110299915,14 Jul 2023,"1,321.54",,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Other Spares,1005/5110293305,30 Jun 2023,"1,321.00",,,,,
TFL CORPORATE,TUNNELSKILLS,Corporate Subscriptions,1001/5110296713,04 Jul 2023,"1,320.00",,,,,
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005/5110290964,03 Jul 2023,"1,320.00",,,,,
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005/5110290968,03 Jul 2023,"1,320.00",,,,,
LONDON UNDERGROUND LTD,CRANESERVE LIMITED,Track General Maintenance,1005/5110300481,13 Jul 2023,"1,320.00",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263558,19 Jul 2023,"1,319.44",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262414,28 Jun 2023,"1,318.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262878,05 Jul 2023,"1,317.03",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175000,05 Jul 2023,"1,316.32",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262215,28 Jun 2023,"1,315.38",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262689,05 Jul 2023,"1,315.38",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263490,19 Jul 2023,"1,315.30",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262216,28 Jun 2023,"1,315.30",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262690,05 Jul 2023,"1,315.30",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262220,28 Jun 2023,"1,315.30",,,,,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Stock of Signals and Electricals,1005/5110292056,28 Jun 2023,"1,315.04",,,,,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1033/5110225791,06 Jul 2023,"1,314.75",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177179,19 Jul 2023,"1,314.48",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263268,12 Jul 2023,"1,313.77",,,,,
PUBLIC CARRIAGE OFFICE,E-COURIER UK LTD,Couriers,1003/1900056939,05 Jul 2023,"1,313.53",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174140,28 Jun 2023,"1,313.12",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174433,28 Jun 2023,"1,312.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175156,05 Jul 2023,"1,312.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900178010,19 Jul 2023,"1,312.64",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177498,19 Jul 2023,"1,312.64",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175957,12 Jul 2023,"1,312.56",,,,,
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005/5110296025,06 Jul 2023,"1,312.20",,,,,
TRANSPORT TRADING LTD,HC SLINGSBY PLC,Storage And Distribution Of Publicity Materials,1004/5110291528,27 Jun 2023,"1,312.20",,,,,
LUL NOMINEE BCV LIMITED,OTIS LIMITED,MR Construction Costs,1033/5110300538,19 Jul 2023,"1,310.63",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177665,19 Jul 2023,"1,310.16",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004/1901695492,04 Jul 2023,"1,310.00",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004/1901695627,07 Jul 2023,"1,310.00",,,,,
LONDON UNDERGROUND LTD,FILTRATION LTD,Stock of Fleet,1005/5110297079,07 Jul 2023,"1,309.95",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174112,28 Jun 2023,"1,309.56",,,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002/1900075861,12 Jul 2023,"1,309.16",,,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002/1900075672,28 Jun 2023,"1,309.16",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263139,12 Jul 2023,"1,308.74",,,,,
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007/1900004653,12 Jul 2023,"1,308.34",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262820,05 Jul 2023,"1,307.57",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262812,05 Jul 2023,"1,307.57",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262913,05 Jul 2023,"1,307.19",,,,,
TFL CORPORATE,COMPUTACENTER PLC,Management & Support Consultancy,1001/5110303399,19 Jul 2023,"1,306.70",,,,,
RFL (IINFRASTRUCTURE) LTD,COMPUTACENTER PLC,Management & Support Consultancy,1025/5110283501,28 Jun 2023,"1,306.70",,,,,
RFL (IINFRASTRUCTURE) LTD,COMPUTACENTER PLC,Management & Support Consultancy,1025/5110283499,28 Jun 2023,"1,306.70",,,,,
TFL CORPORATE,COMPUTACENTER PLC,Management & Support Consultancy,1001/5110303369,19 Jul 2023,"1,306.70",,,,,
RFL (IINFRASTRUCTURE) LTD,COMPUTACENTER PLC,Management & Support Consultancy,1025/5110283488,28 Jun 2023,"1,306.70",,,,,
LONDON TRANSPORT MUSEUM,FALCONCOMPUTER,Computer Consumables,1011/3000005237,21 Jul 2023,"1,305.98","7,372.00",,,,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Fleet,1005/5110284884,05 Jul 2023,"1,305.20",,,,,
LONDON UNDERGROUND LTD,MAYFAIR INVESTMENT LIMITED,Street Furniture,1005/5110300831,18 Jul 2023,"1,304.24",,,,,
LONDON UNDERGROUND LTD,PABLON TOOLS LIMITED,Pumps & Drainage,1005/5110300711,13 Jul 2023,"1,304.00",,,,,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Plant & Equipment Purchases,1020/5110285632,05 Jul 2023,"1,303.64",,,,,
LONDON UNDERGROUND LTD,THE CHEFS TABLE,Maintenance Materials,1005/5110292969,27 Jun 2023,"1,303.50",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177621,19 Jul 2023,"1,302.55",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176269,12 Jul 2023,"1,302.55",,,,,
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007/1900004630,05 Jul 2023,"1,300.36",,,,,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004/1101181506,17 Jul 2023,"1,298.55",,,,,
DIAL A RIDE,ELIS UK LIMITED,Uniforms,1010/5110282554,28 Jun 2023,"1,298.34",,,,,
DIAL A RIDE,SOUTHERN MOTOR GROUP CROYDON ,Vehicle Repairs & Maintenance,1010/5110303335,19 Jul 2023,"1,298.25",,,,,
TTL PROPERTIES LTD,E.ON NEXT ENERGY LTD,Electricity,1040/1900005501,28 Jun 2023,"1,297.79",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263638,19 Jul 2023,"1,297.57",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263304,12 Jul 2023,"1,297.48",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176108,12 Jul 2023,"1,296.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173952,28 Jun 2023,"1,296.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175007,05 Jul 2023,"1,296.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177692,19 Jul 2023,"1,296.70",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263733,19 Jul 2023,"1,296.45",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263672,19 Jul 2023,"1,296.45",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175224,05 Jul 2023,"1,296.29",,,,,
LONDON UNDERGROUND LTD,B HEPWORTH & CO LTD,Stock of Fleet,1005/5110300012,13 Jul 2023,"1,296.00",,,,,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing,1001/5110291348,28 Jun 2023,"1,295.40",,,,,
LONDON UNDERGROUND LTD,SENATOR INTERNATIONAL LTD,Furniture & Equipment,1005/5110281438,28 Jun 2023,"1,295.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177372,19 Jul 2023,"1,293.48",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263301,12 Jul 2023,"1,293.44",,,,,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Advertising,1001/5110301394,19 Jul 2023,"1,293.36",,,,,
LONDON UNDERGROUND LTD,CASTLE WATER LIMITED,Water,1005/1900263024,03 Jul 2023,"1,293.22",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262406,28 Jun 2023,"1,293.15",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262893,05 Jul 2023,"1,293.15",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263676,19 Jul 2023,"1,293.15",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263383,12 Jul 2023,"1,293.15",,,,,
DIAL A RIDE,AGENTIS WORKWEAR LTD,Uniforms,1010/5110294715,04 Jul 2023,"1,292.90",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173757,28 Jun 2023,"1,290.80",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174778,05 Jul 2023,"1,290.80",,,,,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110286941,05 Jul 2023,"1,290.00",,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110294708,30 Jun 2023,"1,290.00",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263293,12 Jul 2023,"1,289.84",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263236,12 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263459,19 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262110,28 Jun 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262260,28 Jun 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263687,19 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263629,19 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262700,05 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263226,12 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262654,05 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263053,12 Jul 2023,"1,289.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263248,12 Jul 2023,"1,289.65",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262113,28 Jun 2023,"1,289.65",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263504,19 Jul 2023,"1,289.65",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262842,05 Jul 2023,"1,289.51",,,,,
LONDON UNDERGROUND LTD,NILFISK LIMITED,Vehicle Repairs & Maintenance,1005/5110273698,29 Jun 2023,"1,288.19",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177194,19 Jul 2023,"1,287.65",,,,,
LUL NOMINEE SSL LIMITED,JONES NUTTALL LTD,Signalling Systems,1031/5110285558,03 Jul 2023,"1,287.50",,,,,
TFL CORPORATE,LINKS SIGNS,Production Artwork And Design For Marketing,1001/5110294639,05 Jul 2023,"1,285.00",,,,,
LONDON RIVER SERVICES LTD,ADEC MARINE LTD,Franchise/Concession Fixed Fee,1007/5110286615,05 Jul 2023,"1,284.75",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263300,12 Jul 2023,"1,284.24",,,,,
LONDON UNDERGROUND LTD,HAMPSHIRE HOSE SERVICES LTD,Stock of Fleet,1005/5110299964,14 Jul 2023,"1,284.00",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262484,28 Jun 2023,"1,282.94",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263573,19 Jul 2023,"1,282.63",,,,,
RAIL FOR LONDON LIMITED,SAFETY KLEEN UK LTD,Building Maintenance & Repairs,1020/5110288433,10 Jul 2023,"1,282.49",,,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110294380,18 Jul 2023,"1,281.80",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176527,12 Jul 2023,"1,281.42",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177592,19 Jul 2023,"1,281.42",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173680,28 Jun 2023,"1,281.42",,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Furniture & Equipment,1005/5110286434,07 Jul 2023,"1,280.84",,,,,
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,Uniforms,1005/5110297179,05 Jul 2023,"1,280.10",,,,,
LONDON UNDERGROUND LTD,A&A ELECTRICAL DISTRIBUTORS LTD,Electrical Equipment Maintenance,1005/5110301935,19 Jul 2023,"1,280.00",,,,,
LONDON UNDERGROUND LTD,J B WHEATON & SONS LLP,Maintenance Materials,1005/5110290436,29 Jun 2023,"1,280.00",,,,,
TRANSPORT TRADING LTD,DAWLEYS,Manage IT Services,1004/5110289837,27 Jun 2023,"1,280.00",,,,,
LUL NOMINEE BCV LIMITED,DIRECT TRACK SOLUTIONS LTD,Track General Maintenance,1033/5110300584,14 Jul 2023,"1,280.00",,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005/5110250483,14 Jul 2023,"1,279.76",,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695713,19 Jul 2023,"1,279.00",,,,,
TTL PROPERTIES LTD,ASHURST LLP,Legal Fees,1040/5110288557,27 Jun 2023,"1,279.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176104,12 Jul 2023,"1,277.60",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173908,28 Jun 2023,"1,277.60",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177917,19 Jul 2023,"1,277.60",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175365,05 Jul 2023,"1,277.60",,,,,
LONDON UNDERGROUND LTD,CORDWALLIS GROUP,Vehicle Repairs & Maintenance,1005/5110301323,19 Jul 2023,"1,276.53",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262701,05 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262228,28 Jun 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262279,28 Jun 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263119,12 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262696,05 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262214,28 Jun 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262663,05 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262827,05 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263155,12 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262221,28 Jun 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262222,28 Jun 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263262,12 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263724,19 Jul 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262135,28 Jun 2023,"1,275.05",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263720,19 Jul 2023,"1,275.05",,,,,
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1004/5110290736,27 Jun 2023,"1,275.00",,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Stock of Other Spares,1005/5110296177,19 Jul 2023,"1,275.00",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263442,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262739,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263455,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263730,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262885,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262602,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263378,12 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262672,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263703,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262603,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263790,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263626,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262704,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263748,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262891,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262415,28 Jun 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262612,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262740,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262814,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262826,05 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263512,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263702,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263729,19 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262325,28 Jun 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263081,12 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262124,28 Jun 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262166,28 Jun 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263076,12 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263156,12 Jul 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262284,28 Jun 2023,"1,274.95",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262160,28 Jun 2023,"1,274.95",,,,,
