BATCH ID,NAME VEND,INVOICEID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
800190105,CODE BLUE                     ,INV-0995,1,225,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,"1,022.59",Property Department,Works - Construction
800190105,CODE BLUE                     ,INV-0995,2,797.59,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190102,CODE BLUE                     ,INV-0996,1,85,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,468.5,Property Department,Works - Construction
800190102,CODE BLUE                     ,INV-0996,2,144.5,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190102,CODE BLUE                     ,INV-0996,3,160,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190102,CODE BLUE                     ,INV-0996,4,79,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190101,CODE BLUE                     ,INV-0997,1,180,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,448.8,Property Department,Works - Construction
800190101,CODE BLUE                     ,INV-0997,2,250,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190101,CODE BLUE                     ,INV-0997,3,18.8,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190121,CODE BLUE                     ,INV-0998,1,225,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,"1,171.52",Property Department,Works - Construction
800190121,CODE BLUE                     ,INV-0998,2,946.52,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190117,CODE BLUE                     ,INV-1001,1,250,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,448,Property Department,Works - Construction
800190117,CODE BLUE                     ,INV-1001,2,198,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190115,CODE BLUE                     ,INV-1003,1,75,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,263.5,Property Department,Works - Construction
800190115,CODE BLUE                     ,INV-1003,2,188.5,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190119,CODE BLUE                     ,INV-1004,1,225,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,945,Property Department,Works - Construction
800190119,CODE BLUE                     ,INV-1004,2,720,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190118,CODE BLUE                     ,INV-1005,1,255,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,500,Property Department,Works - Construction
800190118,CODE BLUE                     ,INV-1005,2,160,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190118,CODE BLUE                     ,INV-1005,3,85,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190136,CODE BLUE                     ,INV-1006,1,939.42,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,939.42,Property Department,Works - Construction
800190142,CODE BLUE                     ,INV-1007,1,"2,971.50",REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,"2,971.50",Property Department,Works - Construction
800190132,CODE BLUE                     ,INV-1008,1,297,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,297,Property Department,Works - Construction
800190134,CODE BLUE                     ,INV-1009,1,474.01,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,474.01,Property Department,Works - Construction
800190135,CODE BLUE                     ,INV-1010,1,688.98,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,688.98,Property Department,Works - Construction
800190131,CODE BLUE                     ,INV-1011,1,129.75,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,262.74,Property Department,Works - Construction
800190131,CODE BLUE                     ,INV-1011,2,129.75,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190131,CODE BLUE                     ,INV-1011,3,3.24,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,,Property Department,Works - Construction
800190151,CODE BLUE                     ,INV-1016,1,797.59,REACTIVE APPLIANCE BAY DOORS            ,17/04/2023,797.59,Property Department,Works - Construction
210323 PROP1,ENERGY AUDITING AGENCY LTD    ,INV-10175,1,"7,002.00",ESTATES PROFESSIONAL SERV.REA           ,11/04/2023,"7,002.00",Property Department,Consultancy
220323 PROP ,ENERGY AUDITING AGENCY LTD    ,INV-10180,1,324,ESTATES PROFESSIONAL SERV.REA           ,11/04/2023,324,Property Department,Consultancy
140423P     ,LAVAT CONSULTING LTD T/A PSTAX,INV-110844,1,600,CONSULTANTS                             ,20/04/2023,600,Finance Services,Consultancy
040423L     ,AKD Solutions Ltd             ,INV-1239,1,"4,500.00",GENERAL                                 ,11/04/2023,"4,500.00",Communications,Consultancy
200323L     ,Consil Limited                ,INV-1268,1,"2,800.00",PROF FEES-MISCELLANEOUS                 ,03/04/2023,"2,800.00",Property Department,Consultancy
144348,MISS REBECCA THOMAS           ,INV13531RT265,1,"2,107.50",COUNSELS FEES                           ,03/04/2023,"2,107.50",Compensation Budgets,Legal Services
144344,JUDE SHEPHERD                 ,INV13592JSH210,1,750,COUNSELS FEES                           ,03/04/2023,750,Compensation Budgets,Legal Services
144344,SAFIA THAROO                  ,INV13593ST239,1,"35,750.00",COUNSELS FEES                           ,03/04/2023,"35,750.00",Compensation Budgets,Legal Services
144348,JUDE SHEPHERD                 ,INV13753JSH212,1,450,COUNSELS FEES                           ,03/04/2023,450,Compensation Budgets,Legal Services
290323L     ,Mental Health First Aid (MHFA),INV170169,1,"3,500.00",GENERAL                                 ,11/04/2023,"3,500.00",People Services,Consultancy
290323L     ,Mental Health First Aid (MHFA),INV171156,1,"3,500.00",GENERAL                                 ,11/04/2023,"3,500.00",People Services,Consultancy
290323L     ,Mental Health First Aid (MHFA),INV171157,1,"3,500.00",GENERAL                                 ,11/04/2023,"3,500.00",People Services,Consultancy
290323L     ,Mental Health First Aid (MHFA),INV171158,1,"3,500.00",GENERAL                                 ,11/04/2023,"3,500.00",People Services,Consultancy
140423K     ,BRITISH DYSLEXIA ASSOCIATION  ,INV-20830,1,"1,380.00",LEARNING SUPPORT                        ,20/04/2023,"1,380.00",People Services,Human Resources
130423K     ,YOUGOV PLC                    ,INV232572,1,"5,550.00",GENERAL                                 ,20/04/2023,"5,550.00",Strategy & Risk,Consultancy
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,3,79.59,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,679.56,Technical & Support Service,Fire & Rescue
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,7,201.68,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,,Technical & Support Service,Fire & Rescue
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,8,12.5,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,,Technical & Support Service,Fire & Rescue
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,4,62.34,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,,Technical & Support Service,Fire & Rescue
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,5,121.93,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,,Technical & Support Service,Fire & Rescue
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,6,59.59,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,,Technical & Support Service,Fire & Rescue
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,1,20,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,,Technical & Support Service,Fire & Rescue
190423L     ,REED CHILL CHEATER LTD        ,INV-2493,2,121.93,OPERATIONAL EQUIP-PURCHASE              ,24/04/2023,,Technical & Support Service,Fire & Rescue
140423K     ,RAPIDE COMMUNICATION LTD      ,INV30RR1790,1,445.5,SOFTWARE COTS                           ,20/04/2023,445.5,Enterprise Application Group (ICT),ICT
180423L     ,CHARTERBRAE LIMITED           ,INV31700,1,314.82,BEDS & SOFT FURNISHINGS                 ,24/04/2023,314.82,Fire Stations (North West),Furniture & Soft Furnishings
110423B     ,CHARTERBRAE LIMITED           ,INV31750,1,"1,605.52",BEDS & SOFT FURNISHINGS                 ,17/04/2023,"1,605.52",Fire Stations (South West),Furniture & Soft Furnishings
180423L     ,CHARTERBRAE LIMITED           ,INV31751,1,"1,335.88",BEDS & SOFT FURNISHINGS                 ,24/04/2023,"1,335.88",Fire Stations (South East),Furniture & Soft Furnishings
210423P     ,THE HOUSING ASSOCIATIONS      ,INV-3588,1,"1,680.00",CONSULTANTS                             ,27/04/2023,"1,680.00",Communications,Consultancy
230323K     ,HEALTH MANAGEMENT LIMITED     ,INV542861,1,"5,152.00",OHS CONTRACT                            ,11/04/2023,"5,152.00",Grenfell - Additional Resilience,Human Resources
230323K     ,HEALTH MANAGEMENT LIMITED     ,INV542873,1,"2,156.00",OHS CONTRACT                            ,11/04/2023,"2,156.00",People Services,Human Resources
230323K     ,HEALTH MANAGEMENT LIMITED     ,INV542874,1,"7,480.00",OHS CONTRACT                            ,11/04/2023,"7,480.00",Covid-19,Human Resources
230323K     ,HEALTH MANAGEMENT LIMITED     ,INV542875,1,"135,456.24",OHS CONTRACT                            ,11/04/2023,"135,456.24",People Services,Human Resources
230323K     ,HEALTH MANAGEMENT LIMITED     ,INV542876,1,760,THIRD PARTY REPORTS                     ,11/04/2023,760,People Services,Human Resources
230323K     ,HEALTH MANAGEMENT LIMITED     ,INV542920,1,"1,520.00",THIRD PARTY REPORTS                     ,11/04/2023,"1,520.00",People Services,Human Resources
140323L8    ,CONFLICT MANAGEMENT PLUS LTD  ,INV-7925,1,"6,008.70",CONSULTANTS                             ,03/04/2023,"6,008.70",People Services,Consultancy
210423P     ,Thames Marine Services Ltd    ,INV-8145,1,"7,591.65",FUEL                                    ,27/04/2023,"7,591.65",Fire Stations (South West),Vehicle Management
240323K1    ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8149,1,525,GENERAL PUBLICITY                       ,03/04/2023,525,People Services,Facilities & Management Services
240323K1    ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8150,1,"1,050.00",GENERAL PUBLICITY                       ,03/04/2023,"1,050.00",People Services,Facilities & Management Services
240323K1    ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8152,1,"2,376.00",GENERAL PUBLICITY                       ,03/04/2023,"2,376.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8161,1,"3,150.00",GENERAL PUBLICITY                       ,11/04/2023,"3,150.00",People Services,Facilities & Management Services
240323K1    ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8166,1,"4,572.00",GENERAL PUBLICITY                       ,03/04/2023,"4,572.00",People Services,Facilities & Management Services
170423B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8173,1,"1,000.00",CONSULTANTS                             ,20/04/2023,"1,000.00",People Services,Consultancy
270323B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8174,1,525,GENERAL PUBLICITY                       ,03/04/2023,525,People Services,Facilities & Management Services
240323K1    ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8177,1,"5,292.00",GENERAL PUBLICITY                       ,03/04/2023,"5,292.00",People Services,Facilities & Management Services
240323B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8179,1,"2,625.00",GENERAL PUBLICITY                       ,03/04/2023,"2,625.00",People Services,Facilities & Management Services
170423L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8186,1,811,GENERAL PUBLICITY                       ,20/04/2023,"1,000.00",People Services,Facilities & Management Services
170423L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8186,2,189,GENERAL PUBLICITY                       ,20/04/2023,,People Services,Facilities & Management Services
240323B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8187,1,"4,464.00",GENERAL PUBLICITY                       ,03/04/2023,"4,464.00",People Services,Facilities & Management Services
240323B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8188,1,"2,100.00",GENERAL PUBLICITY                       ,03/04/2023,"2,100.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8191,1,"2,100.00",GENERAL PUBLICITY                       ,11/04/2023,"2,100.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8192,1,"2,100.00",GENERAL PUBLICITY                       ,11/04/2023,"2,100.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8193,1,"10,500.00",GENERAL PUBLICITY                       ,11/04/2023,"10,500.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8194,1,"3,150.00",GENERAL PUBLICITY                       ,11/04/2023,"3,150.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8195,1,"5,250.00",GENERAL PUBLICITY                       ,11/04/2023,"5,250.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8196,1,"3,675.00",GENERAL PUBLICITY                       ,11/04/2023,"3,675.00",People Services,Facilities & Management Services
290323L     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8197,1,525,GENERAL PUBLICITY                       ,11/04/2023,525,People Services,Facilities & Management Services
210423B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8198,1,"3,150.00",GENERAL PUBLICITY                       ,27/04/2023,"3,150.00",People Services,Facilities & Management Services
210423B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8199,1,"1,050.00",GENERAL PUBLICITY                       ,27/04/2023,"1,050.00",People Services,Facilities & Management Services
270323B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8208,1,"1,000.00",GENERAL PUBLICITY                       ,03/04/2023,"1,000.00",People Services,Facilities & Management Services
210423B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8209,1,"3,312.00",GENERAL PUBLICITY                       ,27/04/2023,"3,312.00",People Services,Facilities & Management Services
040423B     ,CONFLICT MANAGEMENT PLUS LTD  ,INV-8222,1,"1,000.00",GENERAL PUBLICITY                       ,11/04/2023,"1,000.00",People Services,Facilities & Management Services
