Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",TYCO FIRE AND INTERGRATED SOLUTIONS LTD,5122793267,11.01.2024,REVENUE,475.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122793511,12.01.2024,REVENUE,"8,838.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",DALE POWER SOLUTIONS LIMITED,5122793860,12.01.2024,REVENUE,734.72
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",DALE POWER SOLUTIONS LIMITED,5122793911,12.01.2024,REVENUE,774.25
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",DALE POWER SOLUTIONS LIMITED,5122793912,12.01.2024,REVENUE,"1,001.25"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ECOGRID LTD,5122788801,12.01.2024,REVENUE,"1,289.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122793697,12.01.2024,REVENUE,"1,282.90"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,MISCELLANEOUS EXPENSES,IKEA LTD SHOP ONLINE,7003759800,12.01.2024,REVENUE,"1,640.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,SERVICES,W S CONTROLS LTD,5122774875,16.01.2024,REVENUE,"8,290.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,SERVICES,W S CONTROLS LTD,5122774876,16.01.2024,REVENUE,"1,869.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,SERVICES,W S CONTROLS LTD,5122774878,16.01.2024,REVENUE,927.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,SERVICES,W S CONTROLS LTD,5122774940,16.01.2024,REVENUE,"11,676.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122795051,17.01.2024,REVENUE,"1,333.33"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",TYCO FIRE AND INTERGRATED SOLUTIONS LTD,5122795386,18.01.2024,REVENUE,455.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",DEMETER LTD,5122795684,18.01.2024,REVENUE,"2,780.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",AQUINOX POOL DESIGN LTD,5122795685,18.01.2024,REVENUE,"1,058.80"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122795031,19.01.2024,REVENUE,824.65
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122796008,19.01.2024,REVENUE,457.98
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122798833,31.01.2024,REVENUE,"2,217.43"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122796004,31.01.2024,REVENUE,748.25
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122799302,01.02.2024,REVENUE,"1,333.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122800234,05.02.2024,REVENUE,700.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122800238,05.02.2024,REVENUE,700.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122800937,07.02.2024,REVENUE,774.94
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801271,08.02.2024,REVENUE,819.08
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122800946,12.02.2024,REVENUE,"1,000.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",TYCO FIRE AND INTERGRATED SOLUTIONS LTD,5122801970,12.02.2024,REVENUE,503.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122802184,13.02.2024,REVENUE,"2,438.88"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ATLAS WASHROOM SYSTEMS,5122789536,14.02.2024,REVENUE,"1,210.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122802952,14.02.2024,REVENUE,634.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",TYCO FIRE AND INTERGRATED SOLUTIONS LTD,5122803194,15.02.2024,REVENUE,561.85
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122803713,16.02.2024,REVENUE,"10,420.22"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",SIGRAM FLUE SYSTEMS LTD,5122803582,16.02.2024,REVENUE,"4,287.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122805329,23.02.2024,REVENUE,"1,203.20"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HYPERKLEAN LTD,5122804769,23.02.2024,REVENUE,525.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HYPERKLEAN LTD,5122805273,23.02.2024,REVENUE,430.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HYPERKLEAN LTD,5122805274,23.02.2024,REVENUE,430.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122805962,27.02.2024,REVENUE,"2,036.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122805964,27.02.2024,REVENUE,666.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122805979,27.02.2024,REVENUE,673.40
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122806067,27.02.2024,REVENUE,"2,071.05"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122806190,27.02.2024,REVENUE,"2,540.80"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122806203,27.02.2024,REVENUE,700.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HYPERKLEAN LTD,5122806096,27.02.2024,REVENUE,420.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HYPERKLEAN LTD,5122806097,27.02.2024,REVENUE,430.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122805961,27.02.2024,REVENUE,"1,212.20"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122806997,01.03.2024,REVENUE,812.57
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ALGECO UK LIMITED,5122782920,05.03.2024,REVENUE,-647.41
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ALGECO UK LIMITED,5122796574,05.03.2024,REVENUE,611.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ALGECO UK LIMITED,5122807855,05.03.2024,REVENUE,"1,510.04"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",KOHLER UNINTERRUPTIBLE POWER LTD,5122808717,06.03.2024,REVENUE,"2,727.57"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122808842,07.03.2024,REVENUE,612.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122809161,07.03.2024,REVENUE,"1,333.33"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122809169,07.03.2024,REVENUE,852.95
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ALGECO UK LIMITED,5122810101,11.03.2024,REVENUE,420.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",FLAKT GROUP UK LTD,5122809945,11.03.2024,REVENUE,"9,457.39"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811219,14.03.2024,REVENUE,760.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,DURHAM RENDER CENTRE,7003781735,14.03.2024,REVENUE,573.12
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GTEC TRAINING LIMITED,7003781735,14.03.2024,REVENUE,"1,752.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811676,15.03.2024,REVENUE,428.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811679,15.03.2024,REVENUE,426.45
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811796,15.03.2024,REVENUE,608.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",W S CONTROLS LTD,5122811697,15.03.2024,REVENUE,"1,688.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811888,18.03.2024,REVENUE,456.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811889,18.03.2024,REVENUE,501.46
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122812016,18.03.2024,REVENUE,"2,315.70"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122812019,18.03.2024,REVENUE,707.37
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122812022,18.03.2024,REVENUE,"1,274.85"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122812029,18.03.2024,REVENUE,"1,333.33"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122813538,21.03.2024,REVENUE,"2,080.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HYPERKLEAN LTD,5122813779,22.03.2024,REVENUE,480.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122813531,22.03.2024,REVENUE,859.81
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122813575,22.03.2024,REVENUE,"2,574.26"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122815474,27.03.2024,REVENUE,812.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122791871,08.01.2024,REVENUE,936.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122791877,08.01.2024,REVENUE,867.93
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122792311,09.01.2024,REVENUE,757.90
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETERLEE FIRE COMPANY LIMITED,5122792571,10.01.2024,REVENUE,627.10
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122793234,11.01.2024,REVENUE,637.35
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122793268,11.01.2024,REVENUE,"1,943.55"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122793438,11.01.2024,REVENUE,686.15
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122793439,11.01.2024,REVENUE,462.11
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",STONE TECHNICAL SERVICES LTD,5122793230,11.01.2024,REVENUE,606.45
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",STONE TECHNICAL SERVICES LTD,5122793231,11.01.2024,REVENUE,600.32
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",WARREN ACCESS LIMITED,5122793305,11.01.2024,REVENUE,740.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122793521,12.01.2024,REVENUE,462.77
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122793615,12.01.2024,REVENUE,478.05
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122794294,15.01.2024,REVENUE,"6,580.62"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",IPSUM POWER (PRIVATE NETWORKS LTD),5122790948,16.01.2024,REVENUE,"1,014.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",PROTEC FIRE DETECTION PLC,5122789040,17.01.2024,REVENUE,590.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",PROTEC FIRE DETECTION PLC,5122791385,17.01.2024,REVENUE,675.65
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122794511,17.01.2024,REVENUE,528.22
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETERLEE FIRE COMPANY LIMITED,5122795097,17.01.2024,REVENUE,816.84
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122795186,17.01.2024,REVENUE,698.94
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122795268,17.01.2024,REVENUE,"2,131.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",STONE TECHNICAL SERVICES LTD,5122795176,17.01.2024,REVENUE,923.75
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JACKSON LIFT SERVICES LIMITED,5122795136,17.01.2024,REVENUE,434.65
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122795489,18.01.2024,REVENUE,750.59
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETERLEE FIRE COMPANY LIMITED,5122796350,22.01.2024,REVENUE,"2,420.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETERLEE FIRE COMPANY LIMITED,5122796355,22.01.2024,REVENUE,599.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122796385,23.01.2024,REVENUE,"6,800.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HADRIAN TECHNOLOGY LIMITED,5122796573,23.01.2024,REVENUE,"3,382.55"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,UPNORTH ENGINEERING SERVICES LTD,5122797212,25.01.2024,REVENUE,539.70
